"source","target","weight","evidence_type"
"DLX6","DLX5",8e-04,"Databases"
"PBK","H2AX",0.000408,"Experiments"
"CCNE2","CCNA2",0.000661,"Databases"
"EBF2","SIX1",0.000418,"Text-mining"
"MUC15","MUC13",0.000405,"Text-mining"
"KCNJ5","KCNJ6",0.00092,"Databases"
"H2AX","H2BC15",0.000439,"Experiments + Databases"
"H2AX","RPS10",0.000441,"Experiments"
"H2AX","PHF19",0.000499,"Databases"
"H2AX","H2BC9",0.000559,"Experiments + Databases"
"H2AX","H2BC17",0.000589,"Experiments + Databases"
"H2AX","UHRF1",0.00063,"Experiments + Databases"
"H2AX","RAD51",0.000799,"Experiments + Databases"
"H2AX","H3C6",0.000906,"Experiments"
"H2AX","H4C12",0.000907,"Experiments"
"H2AX","H4C8",0.000907,"Experiments"
"H2AX","H4C5",0.000907,"Experiments"
"H2AX","H4C14",0.000925,"Experiments"
"H2AX","H3C2",0.000931,"Experiments"
"H2AX","H2BC11",0.000952,"Experiments + Databases"
"POLN","FANCB",0.000499,"Databases"
"POLN","FAAP24",0.000499,"Databases"
"CUL7","RPS10",0.000529,"Experiments"
"CUL7","RAD51",0.00072,"Databases"
"POLG2","MCM3",0.00072,"Databases"
"POLG2","POLD1",9e-04,"Databases"
"POLG2","PRIM2",9e-04,"Databases"
"APC2","CDH8",0.000555,"Databases"
"H2BC8","H2BC15",8e-04,"Experiments"
"H2BC8","H3C2",0.000807,"Experiments"
"H2BC8","H3C6",0.000807,"Experiments"
"H2BC8","H2BC18",0.000812,"Experiments"
"H2BC8","H2BC9",0.000819,"Experiments"
"H2BC8","H2BC17",0.00083,"Experiments"
"H2BC8","H2BC6",9e-04,"Experiments"
"H2BC8","H4C12",0.000908,"Experiments"
"H2BC8","H4C14",0.000908,"Experiments"
"H2BC8","H4C5",0.000908,"Experiments"
"H2BC8","H4C8",0.000908,"Experiments"
"H2BC18","DET1",0.000622,"Text-mining"
"H2BC18","H2BC6",8e-04,"Experiments"
"H2BC18","H2BC17",8e-04,"Experiments"
"H2BC18","H2BC15",8e-04,"Experiments"
"H2BC18","H2BC9",8e-04,"Experiments"
"H2BC18","H4C14",0.000817,"Experiments"
"H2BC18","H4C12",0.000817,"Experiments"
"H2BC18","H4C5",0.000817,"Experiments"
"H2BC18","H4C8",0.000817,"Experiments"
"XRCC3","RAD51",0.000969,"Experiments + Databases"
"DET1","DCAF8L2",0.00054,"Databases"
"DET1","H2BC15",0.000622,"Text-mining"
"DET1","H2BC17",0.000622,"Text-mining"
"DET1","H2BC9",0.000622,"Text-mining"
"DET1","H2BC11",0.000622,"Text-mining"
"EME2","FANCB",0.000499,"Databases"
"EME2","FAAP24",0.00063,"Experiments + Databases"
"H4C14","H2BC9",0.000817,"Experiments"
"H4C14","H2BC15",0.000817,"Experiments"
"H4C14","H2BC6",0.000908,"Experiments"
"H4C14","H2BC17",0.000908,"Experiments"
"H4C14","H3C6",0.000942,"Experiments"
"H4C14","H4C8",0.000952,"Experiments + Databases"
"H4C14","H4C5",0.000952,"Experiments + Databases"
"H4C14","H4C12",0.000952,"Experiments + Databases"
"H4C14","H2BC11",0.000956,"Experiments + Databases"
"H4C14","H3C2",0.000964,"Experiments"
"AP1M2","AP5Z1",0.00054,"Databases"
"FAAP24","UBE2T",0.000877,"Databases"
"FAAP24","FANCB",0.000998,"Experiments + Databases"
"TNNT1","NEB",0.000499,"Databases"
"TNNT1","TPM2",0.000546,"Experiments + Databases"
"GJC1","GJA5",0.00099,"Databases"
"GABRQ","GABRR3",0.00054,"Databases"
"POLD1","MCM3",0.00087,"Experiments + Databases"
"POLD1","PRIM2",0.000957,"Experiments + Databases"
"MAGEA3","MAGEA6",0.000424,"Experiments"
"H2BC11","H2BC15",4e-04,"Databases"
"H2BC11","H2BC9",0.000481,"Experiments + Databases"
"H2BC11","UHRF1",0.000499,"Databases"
"H2BC11","PHF19",0.000499,"Databases"
"H2BC11","RAD51",0.000499,"Databases"
"H2BC11","H2BC17",0.00051,"Experiments + Databases"
"H2BC11","H3C6",0.000903,"Experiments"
"H2BC11","H3C2",0.000903,"Experiments"
"H2BC11","H4C5",0.000956,"Experiments + Databases"
"H2BC11","H4C8",0.000956,"Experiments + Databases"
"H2BC11","H4C12",0.000956,"Experiments + Databases"
"KCNN1","KCNN3",9e-04,"Databases"
"H2BC17","UHRF1",0.000499,"Databases"
"H2BC17","RAD51",0.000499,"Databases"
"H2BC17","PHF19",0.000499,"Databases"
"H2BC17","H2BC6",0.000819,"Experiments"
"H2BC17","H2BC9",0.000874,"Experiments + Databases"
"H2BC17","H2BC15",0.000887,"Experiments + Databases"
"H2BC17","H4C5",0.000908,"Experiments"
"H2BC17","H4C8",0.000908,"Experiments"
"H2BC17","H4C12",0.000908,"Experiments"
"H2BC9","UHRF1",0.000499,"Databases"
"H2BC9","PHF19",0.000499,"Databases"
"H2BC9","RAD51",0.000499,"Databases"
"H2BC9","H4C8",0.000817,"Experiments"
"H2BC9","H4C5",0.000817,"Experiments"
"H2BC9","H4C12",0.000817,"Experiments"
"H2BC9","H2BC6",0.000819,"Experiments"
"H2BC9","H2BC15",0.000887,"Experiments + Databases"
"UHRF1","H2BC15",0.000499,"Databases"
"UHRF1","H3C2",9e-04,"Experiments"
"UHRF1","H3C6",9e-04,"Experiments"
"H4C12","H2BC15",0.000817,"Experiments"
"H4C12","H2BC6",0.000908,"Experiments"
"H4C12","H3C6",0.000942,"Experiments"
"H4C12","H3C2",0.000951,"Experiments"
"H4C12","H4C8",0.000952,"Experiments + Databases"
"H4C12","H4C5",0.000952,"Experiments + Databases"
"MCM3","RECQL4",0.000457,"Experiments"
"MCM3","PRIM2",0.00072,"Databases"
"RECQL4","RAD51",0.00041,"Experiments"
"H2BC15","RAD51",0.000499,"Databases"
"H2BC15","PHF19",0.000499,"Databases"
"H2BC15","H2BC6",8e-04,"Experiments"
"H2BC15","H4C5",0.000817,"Experiments"
"H2BC15","H4C8",0.000817,"Experiments"
"NEB","TPM2",0.000639,"Experiments + Databases"
"H4C5","H2BC6",0.000908,"Experiments"
"H4C5","H3C6",0.000942,"Experiments"
"H4C5","H3C2",0.000951,"Experiments"
"H4C5","H4C8",0.000952,"Experiments + Databases"
"H3C2","H2BC6",0.000807,"Experiments"
"H3C2","H3C6",0.000921,"Experiments"
"H3C2","H4C8",0.000951,"Experiments"
"H4C8","H2BC6",0.000908,"Experiments"
"H4C8","H3C6",0.000942,"Experiments"
"H3C6","H2BC6",0.000807,"Experiments"
"UBE2T","FANCB",0.000988,"Experiments + Databases"
"USH1C","PDZD7",0.000853,"Databases"
"USH1C","MYO7B",0.000958,"Experiments"
"USH1C","USH1G",0.000999,"Experiments + Databases"
"SNAI2","SOX9",0.00042,"Text-mining"
"CDH17","CDH12",0.00054,"Databases"
"CDH17","CDH22",0.00054,"Databases"
"CDH17","CDH11",0.00054,"Databases"
"CDH17","GRIA2",0.000679,"Text-mining"
"CDH17","OLFM4",0.000775,"Text-mining"
"CDH17","CTNND2",0.000968,"Experiments"
"ACTL6B","BCL11A",0.000843,"Databases"
"ACTL6B","SMARCD3",0.000882,"Experiments + Databases"
"CLIC5","FSCN2",8e-04,"Databases"
"ITGB4","LAMB3",0.000558,"Databases"
"ITGB4","NECTIN4",0.000585,"Text-mining"
"ITGB4","MUC5AC",0.000703,"Experiments"
"ITGB4","ITGA11",0.000734,"Databases"
"ITGB4","ITGA3",0.000877,"Experiments + Databases"
"KRT23","KRT12",4e-04,"Databases"
"KRT23","KRT17",4e-04,"Databases"
"KRT23","KRT39",4e-04,"Databases"
"MAPK13","SQSTM1",0.000477,"Experiments"
"FGF22","FGF17",4e-04,"Databases"
"FGF22","FLRT1",0.000499,"Databases"
"RSPO4","RNF43",0.000643,"Experiments + Databases"
"RSPO4","LGR5",0.00072,"Databases"
"RHOV","PAK6",0.00073,"Experiments + Databases"
"CEACAM5","PFKP",0.000414,"Text-mining"
"RAB3D","RIMS2",0.000446,"Experiments"
"GCK","HK2",0.00091,"Databases"
"GCK","HKDC1",0.000912,"Databases"
"CCL13","CCR8",0.000651,"Databases"
"CCL13","CCR10",0.000651,"Databases"
"CCL13","CCR3",0.000994,"Databases"
"COL1A1","MMP9",0.000527,"Text-mining"
"COL1A1","COLGALT2",0.000581,"Experiments + Databases"
"COL1A1","COL4A5",0.000584,"Text-mining"
"COL1A1","COL5A3",0.00072,"Databases"
"COL1A1","COL11A1",0.000948,"Databases"
"COL1A1","COL1A2",0.000998,"Experiments + Databases"
"CACNG1","CACNA2D3",0.000698,"Experiments + Databases"
"CACNG1","CATSPERB",0.00072,"Databases"
"CACNG1","CACNG8",0.00072,"Databases"
"CACNG1","CACNB1",0.000731,"Experiments + Databases"
"CACNG1","CACNA1G",0.000742,"Databases"
"CACNG1","CACNB3",0.000808,"Experiments + Databases"
"CACNG1","CACNA1C",0.000817,"Experiments + Databases"
"CACNG1","CACNA1S",0.000946,"Experiments + Databases"
"MYH1","MYH3",0.00073,"Databases"
"MYH1","MYH13",0.000908,"Databases"
"GLI1","KIF7",0.000984,"Experiments + Databases"
"ULBP1","ULBP2",9e-04,"Databases"
"PCDHB6","PCDHB8",0.000412,"Text-mining"
"PCDHB6","PCDHB16",0.000607,"Experiments"
"GNAT1","PDE6A",0.000678,"Experiments + Databases"
"GNAT1","GNGT1",0.000913,"Experiments + Databases"
"WNT6","FZD2",0.000668,"Experiments + Databases"
"WNT6","FZD9",0.000745,"Experiments + Databases"
"KISS1R","TAC3",0.000491,"Text-mining"
"GRIN3B","SHISA6",0.00054,"Databases"
"GRIN3B","HTR3B",0.00054,"Databases"
"GRIN3B","GRIK2",0.000551,"Databases"
"GRIN3B","GRIA2",0.00072,"Databases"
"GRIN3B","CACNG8",0.00072,"Databases"
"GRIN3B","HTR3A",0.00072,"Databases"
"GRIN3B","GRIN2D",0.000994,"Databases"
"GRIN3B","GRIN1",0.000999,"Experiments + Databases"
"HOXB7","HOXC4",8e-04,"Experiments"
"PI3","EVPL",0.000734,"Databases"
"COL21A1","COL10A1",4e-04,"Databases"
"COL21A1","COL9A2",4e-04,"Databases"
"COL21A1","COLGALT2",0.000727,"Experiments + Databases"
"BMP4","MMP3",0.000422,"Experiments"
"SOX9","WT1",0.000557,"Text-mining"
"SOX9","NR5A1",0.000926,"Experiments + Databases"
"TNFSF9","TNFRSF9",0.000999,"Experiments + Databases"
"FLRT1","FGF17",0.000499,"Databases"
"PYCARD","SQSTM1",0.000457,"Experiments"
"TAS2R4","TAS2R5",4e-04,"Databases"
"SYNGR3","SLC6A3",0.000911,"Experiments"
"GNGT1","KCNJ4",0.000499,"Databases"
"GNGT1","FZD2",0.000499,"Databases"
"GNGT1","ADRA1D",0.000499,"Databases"
"GNGT1","AVPR2",0.000499,"Databases"
"MCHR1","BDKRB2",4e-04,"Databases"
"MCHR1","LPAR3",4e-04,"Databases"
"MCHR1","SSTR3",0.000504,"Text-mining"
"MCHR1","BBS1",0.00052,"Databases"
"GALR3","GALR2",0.000908,"Databases"
"GALR3","GAL",0.00099,"Databases"
"EGLN3","MAGEA11",0.000489,"Experiments"
"KRT12","KRT17",4e-04,"Databases"
"KRT12","KRT39",4e-04,"Databases"
"KRT6C","KRT81",4e-04,"Databases"
"KRT6C","KRT85",4e-04,"Databases"
"KRT6C","KRT86",4e-04,"Databases"
"RAMP1","CALCA",0.000843,"Experiments + Databases"
"RAMP1","CALCB",0.000946,"Experiments + Databases"
"RAMP1","CALCR",0.000999,"Experiments + Databases"
"SNAP25","CACNA1C",0.000441,"Text-mining"
"SNAP25","SCGN",0.000483,"Experiments"
"SNAP25","SYN2",0.000637,"Databases"
"SNAP25","SYT5",0.000804,"Databases"
"SNAP25","CPLX1",0.000991,"Experiments + Databases"
"RNF17","UBE2U",0.000426,"Experiments"
"NTS","GRP",0.000472,"Text-mining"
"CATSPERB","CACNA1I",0.000494,"Experiments + Databases"
"CATSPERB","CACNB1",0.00054,"Databases"
"CATSPERB","CACNA2D3",0.00054,"Databases"
"CATSPERB","CACNA1G",0.000636,"Experiments + Databases"
"CATSPERB","CACNB3",0.00072,"Databases"
"CATSPERB","CACNG8",0.00072,"Databases"
"CATSPERB","CACNA1S",0.000721,"Experiments + Databases"
"CATSPERB","CACNA1C",0.000721,"Experiments + Databases"
"KRT85","KRT81",4e-04,"Databases"
"KRT85","KRT86",4e-04,"Databases"
"CIB2","TMIE",0.00088,"Databases"
"CIB2","TMC1",0.000915,"Experiments + Databases"
"CCN3","POSTN",0.000403,"Text-mining"
"CCN3","FBLN1",0.00052,"Experiments"
"GCM1","HTRA4",0.00057,"Experiments"
"GTF2H4","RTEL1",0.000483,"Experiments"
"GTF2H4","CHD1L",0.000499,"Databases"
"GTF2H4","H4C9",0.000808,"Experiments"
"GTF2H4","H4C4",0.000808,"Experiments"
"HTR3B","GRIN2D",0.00054,"Databases"
"HTR3B","CACNG8",0.00054,"Databases"
"HTR3B","SHISA6",0.00054,"Databases"
"HTR3B","GRIK2",0.00054,"Databases"
"HTR3B","GRIA2",0.000544,"Databases"
"HTR3B","GRIN1",0.000552,"Databases"
"HTR3B","HTR3A",0.000998,"Experiments + Databases"
"MMP7","MMP3",0.000579,"Text-mining"
"MMP7","MMP10",0.000626,"Text-mining"
"MMP7","MMP1",0.000703,"Text-mining"
"MMP7","MMP9",0.000746,"Text-mining"
"CHRNA1","CHRNA5",0.000622,"Experiments + Databases"
"CHRNA1","CHRNB2",0.000649,"Experiments + Databases"
"CHRNA1","CHRNA3",0.00074,"Experiments + Databases"
"LYZ","CRYAB",0.000487,"Experiments"
"DNAH3","DNAH8",9e-04,"Databases"
"CASQ2","CASQ1",9e-04,"Databases"
"CASQ2","RYR2",0.000954,"Databases"
"SPECC1","SMTNL2",0.00054,"Databases"
"MEOX2","MEOX1",0.000671,"Experiments"
"SMARCD3","BCL11A",9e-04,"Databases"
"GLIS2","BBS1",0.000614,"Experiments"
"RPL8","RPL39L",0.000499,"Experiments"
"GRIN2D","NEFL",4e-04,"Databases"
"GRIN2D","CAMK2A",4e-04,"Databases"
"GRIN2D","LRFN2",0.000499,"Databases"
"GRIN2D","BEGAIN",0.000499,"Databases"
"GRIN2D","SHISA6",0.00054,"Databases"
"GRIN2D","GRIK2",0.000551,"Databases"
"GRIN2D","GRIA2",0.00072,"Databases"
"GRIN2D","CACNG8",0.00072,"Databases"
"GRIN2D","HTR3A",0.00072,"Databases"
"GRIN2D","GRIN1",0.000999,"Experiments + Databases"
"PAX8","RXRG",9e-04,"Databases"
"EPCAM","TSPAN8",0.000599,"Text-mining"
"CAPG","TREX2",0.000457,"Experiments"
"COL5A3","COLGALT2",0.000499,"Databases"
"COL5A3","COL1A2",9e-04,"Databases"
"COL5A3","COL11A1",9e-04,"Databases"
"VCAN","MMP9",0.000515,"Experiments"
"VCAN","FBLN1",0.000667,"Text-mining"
"ABCB6","ABCC8",0.00054,"Databases"
"ABCB6","FXYD2",0.00054,"Databases"
"ABCB6","ATP1A2",0.00072,"Databases"
"SEMA3A","SLC2A1",0.000414,"Text-mining"
"SEMA3A","DPYSL4",0.000499,"Databases"
"SEMA3A","PAK3",0.000499,"Databases"
"NPTX2","NLGN1",0.000687,"Text-mining"
"GAL","GALR2",0.000999,"Experiments + Databases"
"ADAM22","CACNG8",0.000499,"Databases"
"ADAM22","LGI2",7e-04,"Databases"
"CACNA1C","KCNIP3",0.000404,"Experiments"
"CACNA1C","CACNA1I",0.000418,"Experiments + Databases"
"CACNA1C","CACNA1G",0.000607,"Experiments + Databases"
"CACNA1C","CACNA2D3",0.000621,"Experiments + Databases"
"CACNA1C","CACNB1",0.000855,"Experiments + Databases"
"CACNA1C","RYR2",0.00088,"Experiments"
"CACNA1C","CACNG8",9e-04,"Databases"
"CACNA1C","CACNB3",0.000977,"Experiments + Databases"
"CACNA1C","CACNA1S",0.000981,"Databases"
"LGR5","WNT4",0.000443,"Text-mining"
"LGR5","KITLG",0.000491,"Text-mining"
"LGR5","TNFRSF19",0.000618,"Text-mining"
"LGR5","RNF43",0.000991,"Experiments + Databases"
"DISP2","IHH",0.000722,"Experiments + Databases"
"CDH11","CDH22",0.00054,"Databases"
"CDH11","CDH12",0.00054,"Databases"
"NTN5","DCC",0.000432,"Experiments"
"CACNG8","CACNA2D3",0.00054,"Databases"
"CACNG8","SHISA6",0.00054,"Databases"
"CACNG8","GRIK2",0.00054,"Databases"
"CACNG8","CACNB1",0.00054,"Databases"
"CACNG8","CACNA1G",0.00054,"Databases"
"CACNG8","GRIN1",0.00072,"Databases"
"CACNG8","HTR3A",0.00072,"Databases"
"CACNG8","CACNA1S",9e-04,"Databases"
"CACNG8","CACNB3",9e-04,"Databases"
"CACNG8","GRIA2",0.000938,"Experiments + Databases"
"PRDM16","RCOR2",0.000422,"Experiments"
"PRDM16","SPDEF",0.000465,"Experiments"
"LTO1","BEND6",0.00061,"Experiments"
"MMP10","MMP3",0.00085,"Experiments"
"RAB3C","RIMS2",0.000446,"Experiments"
"PTPRR","PTPN5",9e-04,"Databases"
"LY96","IKBKE",0.000499,"Databases"
"DKK2","TGIF2LX",0.000428,"Experiments"
"LRGUK","SPAG17",0.000478,"Experiments"
"WIF1","WNT4",0.000708,"Databases"
"WNT4","VANGL2",0.000643,"Text-mining"
"WNT4","FZD9",0.000837,"Experiments + Databases"
"WNT4","FZD2",0.000887,"Experiments + Databases"
"ACTC1","SCIN",0.000433,"Experiments"
"ACTC1","TNNT2",0.000908,"Experiments"
"ACTC1","ACTA1",0.000935,"Experiments + Databases"
"ACTC1","TNNI3",0.000945,"Databases"
"SIM2","ARNT2",0.00059,"Experiments"
"HK2","HKDC1",9e-04,"Databases"
"ACE","BDKRB2",0.000554,"Experiments"
"FXYD2","ABCC8",0.00054,"Databases"
"FXYD2","ATP1A2",0.000934,"Experiments + Databases"
"LY6K","TEX101",0.000448,"Text-mining"
"FGF19","FGF17",4e-04,"Databases"
"DISP3","IHH",0.000425,"Experiments"
"KCNIP3","CACNA1G",0.000414,"Text-mining"
"IHH","SCUBE2",0.000499,"Databases"
"IHH","GPC5",0.000499,"Databases"
"IHH","PTHLH",0.000516,"Text-mining"
"CXCL5","MMP9",0.000402,"Experiments"
"CXCL5","MMP1",0.000435,"Text-mining"
"CXCL5","CCR8",0.00065,"Databases"
"CXCL5","CCR10",0.00065,"Databases"
"CXCL5","CCR3",0.000659,"Databases"
"CXCL5","CCL20",0.000734,"Experiments"
"CLDN19","CLDN4",0.00065,"Databases"
"CLDN19","CLDN18",0.000718,"Experiments + Databases"
"GRIA2","SYNDIG1",0.000412,"Text-mining"
"GRIA2","SHISA6",0.00054,"Databases"
"GRIA2","GRIK2",0.000678,"Experiments + Databases"
"GRIA2","HTR3A",0.000722,"Databases"
"GRIA2","GRIN1",0.000742,"Databases"
"MAP1B","SQSTM1",0.000849,"Text-mining"
"FOXQ1","FOXF2",0.000403,"Text-mining"
"SCIN","SRC",0.00043,"Text-mining"
"COL1A2","COL9A2",0.000446,"Text-mining"
"COL1A2","COLGALT2",0.000499,"Databases"
"COL1A2","COL4A5",0.000554,"Text-mining"
"COL1A2","POSTN",0.000576,"Text-mining"
"COL1A2","ITGA11",0.000622,"Text-mining"
"COL1A2","MMP9",0.000769,"Text-mining"
"COL1A2","COL11A1",0.000988,"Databases"
"CNTNAP3","CNTNAP3B",0.000422,"Experiments"
"CHRNA5","CHRNB2",0.00086,"Experiments + Databases"
"CHRNA5","CHRNA3",0.000975,"Experiments + Databases"
"TMED3","KDELR3",0.000499,"Databases"
"MMP3","MMP9",0.000929,"Databases"
"MMP3","MMP1",0.000955,"Databases"
"MAP1A","SQSTM1",0.00096,"Text-mining"
"CKMT1B","CKMT2",0.00086,"Experiments + Databases"
"CKMT1B","CKMT1A",9e-04,"Experiments"
"CACNB3","EYA1",0.000428,"Experiments"
"CACNB3","CACNA1G",0.000589,"Databases"
"CACNB3","CACNA2D3",0.000609,"Experiments + Databases"
"CACNB3","CACNB1",0.000872,"Experiments + Databases"
"CACNB3","CACNA1S",0.000922,"Experiments + Databases"
"SLC39A4","SLITRK5",0.000414,"Experiments"
"KLK1","FOLR1",0.000408,"Text-mining"
"IL12A","CRLF1",0.000403,"Text-mining"
"H2AC8","H2AC20",0.000485,"Experiments + Databases"
"H2AC8","SMC4",0.000499,"Databases"
"H2AC8","H1-4",8e-04,"Experiments"
"H2AC8","CHD1L",9e-04,"Experiments"
"H2AC8","H3C8",0.000946,"Experiments"
"H2AC8","H3C3",0.000968,"Experiments"
"H2AC8","H4C4",0.000977,"Experiments + Databases"
"H2AC8","H4C9",0.000977,"Experiments + Databases"
"TACR1","AVPR2",4e-04,"Databases"
"TACR1","SRC",0.000456,"Text-mining"
"TACR1","SGIP1",0.000499,"Databases"
"TACR1","CLTCL1",0.000499,"Databases"
"TACR1","TAC4",0.000564,"Experiments"
"TACR1","TAC3",0.000891,"Text-mining"
"SCN1A","SPTA1",0.000499,"Databases"
"SCN1A","GRIK2",0.00054,"Databases"
"SCN1A","CACNA1G",0.000558,"Experiments + Databases"
"SCN1A","CACNA1I",0.000571,"Experiments + Databases"
"SCN1A","SCN5A",0.000591,"Databases"
"SCN1A","SCN4B",0.000987,"Experiments + Databases"
"LRP8","GRIN1",0.000559,"Experiments"
"LRP8","VLDLR",0.000954,"Experiments"
"CPLX1","SYN2",0.000584,"Databases"
"ANKRD2","ANKRD1",0.000403,"Text-mining"
"ANKRD2","TCAP",0.000712,"Experiments"
"CTNND2","PDZD2",0.000549,"Experiments"
"CTNND2","SPHK1",0.000563,"Text-mining"
"ARNT2","SIM1",0.000945,"Experiments"
"H1-4","H1-2",0.000769,"Experiments + Databases"
"H1-4","H3C3",8e-04,"Experiments"
"H1-4","H3C8",8e-04,"Experiments"
"H1-4","H4C4",0.000802,"Experiments"
"H1-4","H4C9",0.000802,"Experiments"
"GLUL","GLS",9e-04,"Databases"
"KRT17","KRT39",4e-04,"Databases"
"ZNF431","TYRP1",0.000487,"Experiments"
"ATP8B3","ATP10A",0.00054,"Databases"
"ATP8B3","ATP8A2",0.00054,"Databases"
"ARR3","SRC",0.000545,"Text-mining"
"KCNK10","KCNK12",0.000499,"Databases"
"SPHK1","PLPP2",9e-04,"Databases"
"SPHK1","SGPP2",9e-04,"Databases"
"SGPP2","PLPP2",0.000936,"Databases"
"ITGA3","TSPAN8",0.000418,"Text-mining"
"ITGA3","LAMB3",0.000499,"Databases"
"ITGA3","ITGA11",9e-04,"Databases"
"LGALS9B","TNFRSF9",0.000639,"Text-mining"
"LGALS9B","PDCD1",0.000878,"Text-mining"
"LGALS9B","CTLA4",0.00093,"Text-mining"
"CHRNA3","CHRNB2",0.000943,"Experiments + Databases"
"BBS1","SSTR3",0.000671,"Databases"
"TUBA3E","TUBB8B",0.00058,"Experiments + Databases"
"SLC16A8","SLC16A3",0.000499,"Databases"
"B3GNT3","TSPAN15",0.000404,"Text-mining"
"SCN4B","SPTA1",0.000499,"Databases"
"SCN4B","CACNA1I",0.00054,"Databases"
"SCN4B","CACNA1G",0.00054,"Databases"
"SCN4B","GRIK2",0.00054,"Databases"
"SCN4B","SCN5A",0.000916,"Databases"
"MMP1","MMP9",0.000962,"Databases"
"FZD2","VANGL2",0.000493,"Experiments"
"FZD2","ROR1",0.00065,"Databases"
"FZD2","ROR2",0.00065,"Databases"
"TUBA3D","TUBB8B",0.00058,"Experiments + Databases"
"CCR8","CCR10",0.000433,"Text-mining"
"CCR8","CCL15",0.000658,"Databases"
"CCR8","CCR3",0.000803,"Text-mining"
"CCR8","CCL20",0.000896,"Databases"
"NOS2","SPTA1",0.000435,"Text-mining"
"ITGA11","COL9A2",0.000499,"Databases"
"COL10A1","COL9A2",4e-04,"Databases"
"COL10A1","COL4A6",0.00054,"Databases"
"COL10A1","COL4A5",0.00054,"Databases"
"COL10A1","COLGALT2",0.000603,"Experiments + Databases"
"EFNA5","GRIK2",0.000455,"Text-mining"
"EFNA5","EPHA6",0.000634,"Experiments + Databases"
"SCN5A","SPTA1",0.000499,"Databases"
"SCN5A","GRIK2",0.00054,"Databases"
"SCN5A","CACNA1G",0.000558,"Experiments + Databases"
"SCN5A","CACNA1I",0.000558,"Experiments + Databases"
"SCN5A","FGF17",0.000903,"Text-mining"
"LGALS9C","TNFRSF9",0.000639,"Text-mining"
"LGALS9C","PDCD1",0.000878,"Text-mining"
"LGALS9C","CTLA4",0.00093,"Text-mining"
"GAST","PCDHB16",0.000591,"Experiments"
"FBLN1","MFAP2",0.000527,"Databases"
"CALCA","CALCB",9e-04,"Databases"
"CALCA","CALCR",0.000994,"Experiments + Databases"
"COL4A5","COLGALT2",0.000783,"Experiments + Databases"
"COL4A5","COL4A6",0.000876,"Experiments + Databases"
"H2AC20","SMC4",0.000499,"Databases"
"H2AC20","H3C8",0.000906,"Experiments"
"H2AC20","H2BC7",0.000906,"Experiments"
"H2AC20","H4C4",0.000907,"Experiments"
"H2AC20","H4C9",0.000919,"Experiments"
"H2AC20","H3C3",0.000946,"Experiments"
"CCR10","CCR3",0.000465,"Text-mining"
"CCR10","CCL15",0.00065,"Databases"
"CCR10","CCL20",0.00083,"Databases"
"PDCD1","CTLA4",0.000782,"Text-mining"
"CLDN18","CLDN4",0.00065,"Databases"
"TNNI3","ACTA1",9e-04,"Experiments"
"TNNI3","TNNI2",9e-04,"Databases"
"TNNI3","TNNT2",0.000999,"Experiments + Databases"
"JPH1","CACNA1S",5e-04,"Experiments"
"APOD","APOA4",0.000631,"Text-mining"
"FZD9","ROR1",0.00065,"Databases"
"FZD9","ROR2",0.00065,"Databases"
"LRFN2","GRIN1",0.000683,"Databases"
"HTR3A","SHISA6",0.00054,"Databases"
"HTR3A","GRIK2",0.00054,"Databases"
"HTR3A","GRIN1",0.000728,"Databases"
"KRT39","KRT86",0.000591,"Experiments"
"H2BC7","CENPX",8e-04,"Experiments"
"H2BC7","H3C8",0.000807,"Experiments"
"H2BC7","H3C3",0.000807,"Experiments"
"H2BC7","H4C9",0.000908,"Experiments"
"H2BC7","H4C4",0.000908,"Experiments"
"GRM7","GRIK2",0.000535,"Text-mining"
"GRM7","GRM4",0.000859,"Experiments + Databases"
"GRM7","GRM2",0.000937,"Experiments + Databases"
"APOA4","GPC5",0.000499,"Databases"
"APOA4","VLDLR",0.00054,"Databases"
"CCL20","CCR3",0.000816,"Databases"
"CACNA1G","CACNB1",0.00054,"Databases"
"CACNA1G","GRIK2",0.00054,"Databases"
"CACNA1G","CACNA2D3",0.000563,"Databases"
"CACNA1G","CACNA1S",0.000632,"Experiments + Databases"
"CACNA1G","CACNA1I",0.000957,"Databases"
"SPTSSB","GOLGA7B",0.00054,"Databases"
"KIRREL2","NPHS1",0.000917,"Experiments + Databases"
"PAK3","SRC",0.000513,"Databases"
"ATP1A2","FXYD3",0.000499,"Databases"
"ATP1A2","ABCC8",0.00054,"Databases"
"COLGALT2","COL11A1",0.000499,"Databases"
"COLGALT2","COL4A6",0.000499,"Databases"
"COLGALT2","COL9A2",0.000711,"Experiments + Databases"
"CACNA1S","CACNA1I",0.000418,"Experiments + Databases"
"CACNA1S","RYR2",0.000445,"Text-mining"
"CACNA1S","CACNA2D3",0.000633,"Experiments + Databases"
"CACNA1S","CACNB1",0.000918,"Experiments + Databases"
"GAGE2A","GMCL2",0.000568,"Experiments"
"RYR2","CASQ1",0.00091,"Databases"
"ACTA1","TNNT2",9e-04,"Experiments"
"SYT2","TYRP1",0.000445,"Text-mining"
"SYT2","NRXN3",0.000499,"Databases"
"SYT2","SYT8",0.000521,"Databases"
"VANGL2","SQSTM1",0.000471,"Experiments"
"VANGL2","RNF43",0.00051,"Experiments"
"VANGL2","ROR2",0.000817,"Databases"
"ADAM12","SRC",0.00048,"Experiments"
"S100A6","AGR2",0.000457,"Experiments"
