gene_A	gene_B	combined_score	neighborhood	fusion	cooccurence	coexpression	experiments	database	textmining	evidence_type
DLGAP5	ASPM	0.000489	0	0	0	0	0	0	0.489	Text-mining
DLGAP5	CCNB2	0.000516	0	0	0	0	0	0	0.516	Text-mining
DLGAP5	MELK	0.000563	0	0	0	0	0	0	0.563	Text-mining
DLGAP5	AURKB	0.000633	0	0	0	0	0	0	0.633	Text-mining
DLGAP5	KIF11	0.000751	0	0	0	0	0	0	0.751	Text-mining
TRAF2	TNFRSF18	0.00048	0	0	0	0	0.457	0	0.082	Experiments
TRAF2	TRAIP	0.000597	0	0	0	0	0.457	0	0.29	Experiments
TRAF2	TNFRSF4	0.000618	0	0	0	0	0.618	0	0	Experiments
TRAF2	RNF31	0.000933	0	0	0	0	0.362	0.9	0	Experiments + Databases
TRAF2	TRAF5	0.000998	0	0	0	0	0.457	0.9	0.967	Experiments + Databases
F2RL3	GNG4	0.000499	0	0	0	0	0	0.5	0	Databases
HSPB1	NES	0.000412	0	0	0	0	0	0	0.412	Text-mining
HSPB1	MAPT	0.000588	0	0	0	0	0.292	0	0.442	Experiments
HSPB1	G6PD	0.000769	0	0	0	0	0.422	0	0.618	Experiments
DLL4	JAG2	4e-04	0	0	0	0	0	0.4	0	Databases
DLL4	NOTCH3	0.000998	0	0	0	0	0	0.9	0.98	Databases
E2F8	E2F7	0.000957	0	0	0	0	0.457	0.9	0.285	Experiments + Databases
HCN2	HCN3	0.000902	0	0	0	0	0	0.9	0.061	Databases
TUBG1	RAD51	0.000457	0	0	0	0	0.457	0	0	Experiments
NCAPG	NCAPG2	0.00054	0	0	0	0	0	0.54	0	Databases
NCAPG	SMC1B	0.000542	0	0	0	0	0.326	0	0.349	Experiments
NCAPG	NCAPD2	0.000999	0	0	0	0	0.812	0.9	0.983	Experiments + Databases
SCML2	CCNB2	0.000616	0	0	0	0	0.616	0	0	Experiments
SCML2	CCNE2	0.000616	0	0	0	0	0.616	0	0	Experiments
SCML2	H2AC11	9e-04	0	0	0	0	0.9	0	0	Experiments
SCML2	H2AC13	9e-04	0	0	0	0	0.9	0	0	Experiments
SCML2	EZH2	0.000901	0	0	0	0	0	0.9	0.054	Databases
SCML2	CBX2	0.000907	0	0	0	0	0	0.9	0.109	Databases
SCML2	CBX8	0.000952	0	0	0	0	0.33	0.9	0.346	Experiments + Databases
MICB	CD34	0.000654	0	0	0	0	0	0	0.654	Text-mining
CALY	TSSK6	0.00041	0	0	0	0	0	0	0.411	Text-mining
PRDM12	EHMT2	0.000433	0	0	0	0	0	0	0.433	Text-mining
SLC7A10	SLC7A11	0.000499	0	0	0	0	0	0.5	0	Databases
SLC7A10	SLC7A6	0.000499	0	0	0	0	0	0.5	0	Databases
BPIFA2	BPIFB4	4e-04	0	0	0	0	0	0.4	0	Databases
GINS2	MCMDC2	5e-04	0	0	0	0	0.366	0	0.245	Experiments
GINS2	MCM8	5e-04	0	0	0	0	0.366	0	0.245	Experiments
GINS2	CLSPN	8e-04	0	0	0	0	0.8	0	0	Experiments
GINS2	WDHD1	0.000971	0	0	0	0	0.971	0	0	Experiments
GINS2	MCM2	0.000974	0	0	0	0	0.947	0.54	0	Experiments + Databases
GINS2	MCM3	0.000981	0	0	0	0	0.946	0.54	0.303	Experiments + Databases
GINS2	MCM4	0.000982	0	0	0	0	0.947	0.54	0.351	Experiments + Databases
GINS2	MCM6	0.000982	0	0	0	0	0.946	0.54	0.352	Experiments + Databases
GINS2	MCM7	0.000993	0	0	0	0	0.979	0.54	0.351	Experiments + Databases
GINS2	CDC45	0.000995	0	0	0	0	0.983	0.54	0.459	Experiments + Databases
GINS2	GINS1	0.000999	0	0	0	0	0.972	0.8	0.954	Experiments + Databases
GINS2	GINS4	0.000999	0	0	0	0	0.991	0.8	0.952	Experiments + Databases
GINS2	GINS3	0.000999	0	0	0	0	0.991	0.8	0.98	Experiments + Databases
PPP1R1B	EZH2	0.000414	0	0	0	0	0	0	0.414	Text-mining
TESMIN	LIN9	0.000439	0	0	0	0	0.173	0	0.349	Experiments
MYH4	SIX1	0.000424	0	0	0	0	0.424	0	0	Experiments
MYH4	MYO18B	0.00054	0	0	0	0	0	0.54	0	Databases
MYH4	ACTN2	0.000596	0	0	0	0	0.593	0	0.049	Experiments
FABP4	FABP5	0.000474	0	0	0	0	0	0	0.474	Text-mining
CCNB1	CDKN2A	0.000431	0	0	0	0	0	0	0.431	Text-mining
CCNB1	ASPM	0.000457	0	0	0	0	0	0	0.457	Text-mining
CCNB1	RECQL4	0.000461	0	0	0	0	0.292	0	0.271	Experiments
CCNB1	TYMS	0.000463	0	0	0	0	0	0	0.464	Text-mining
CCNB1	PBK	0.000464	0	0	0	0	0	0	0.464	Text-mining
CCNB1	HMMR	0.000469	0	0	0	0	0	0	0.469	Text-mining
CCNB1	MCM8	0.000499	0	0	0	0	0	0.5	0	Databases
CCNB1	ORC1	0.000499	0	0	0	0	0	0.5	0	Databases
CCNB1	UBE2S	0.000499	0	0	0	0	0	0.5	0	Databases
CCNB1	SFN	0.000501	0	0	0	0	0	0.5	0.043	Databases
CCNB1	CDC25C	0.000527	0	0	0	0	0.292	0	0.36	Experiments
CCNB1	MCM4	0.000537	0	0	0	0	0	0	0.537	Text-mining
CCNB1	PCNA	0.000564	0	0	0	0	0.564	0	0	Experiments
CCNB1	CCNF	0.000574	0	0	0	0	0.292	0	0.424	Experiments
CCNB1	PKMYT1	0.000595	0	0	0	0	0.595	0	0	Experiments
CCNB1	FOXM1	0.000608	0	0	0	0	0.457	0	0.308	Experiments
CCNB1	BUB1	0.000615	0	0	0	0	0	0	0.615	Text-mining
CCNB1	MELK	0.000619	0	0	0	0	0	0	0.619	Text-mining
CCNB1	CDC25A	0.000646	0	0	0	0	0.621	0	0.106	Experiments
CCNB1	BIRC5	0.000656	0	0	0	0	0	0	0.656	Text-mining
CCNB1	SPDL1	0.00072	0	0	0	0	0	0.72	0	Databases
CCNB1	SKA3	0.00072	0	0	0	0	0	0.72	0	Databases
CCNB1	CENPF	0.00072	0	0	0	0	0	0.72	0	Databases
CCNB1	SKA1	0.00072	0	0	0	0	0	0.72	0	Databases
CCNB1	DIAPH3	0.000724	0	0	0	0	0.724	0	0	Experiments
CCNB1	NDC80	0.000774	0	0	0	0	0.226	0.72	0	Experiments + Databases
CCNB1	TOP2A	0.00078	0	0	0	0	0	0	0.78	Text-mining
CCNB1	UBE2C	0.000816	0	0	0	0	0	0.5	0.649	Databases
CCNB1	H2AX	0.000893	0	0	0	0	0	0	0.893	Text-mining
CCNB1	BUB1B	0.000916	0	0	0	0	0	0.72	0.713	Databases
CCNB1	CCNA2	0.000918	0	0	0	0	0.497	0	0.844	Experiments
CCNB1	CDC20	0.000931	0	0	0	0	0.471	0.5	0.762	Experiments + Databases
CCNB1	PLK1	0.000967	0	0	0	0	0.453	0.72	0.804	Experiments + Databases
CCNB1	CKS1B	0.000986	0	0	0	0	0.929	0	0.812	Experiments
CCNB1	CKS2	0.000987	0	0	0	0	0.934	0	0.814	Experiments
CCNB1	CCNB2	0.000991	0	0	0	0	0.724	0.9	0.727	Experiments + Databases
CCNB1	CDK1	0.000999	0	0	0	0	0.975	0.9	0.987	Experiments + Databases
SORT1	MDK	0.000418	0	0	0	0	0	0	0.418	Text-mining
SORT1	AP1M2	0.000499	0	0	0	0	0	0.5	0	Databases
SORT1	LPL	0.000729	0	0	0	0	0.405	0	0.564	Experiments
TRIM45	AARSD1	0.00059	0	0	0	0	0.59	0	0	Experiments
LAMC1	ITGA2	0.000499	0	0	0	0	0	0.5	0	Databases
LAMC1	DRP2	0.000499	0	0	0	0	0	0.5	0	Databases
LAMC1	LAMB4	0.00054	0	0	0	0	0	0.54	0	Databases
LAMC1	COL4A1	0.000556	0	0	0	0	0	0	0.556	Text-mining
LAMC1	LAMA3	0.000844	0	0	0	0	0.189	0.8	0.116	Experiments + Databases
LAMC1	ITGA6	0.000963	0	0	0	0	0.9	0.65	0	Experiments + Databases
CHRND	CHRNB4	0.00072	0	0	0	0	0	0.72	0	Databases
PLXNC1	PLXNA3	0.00054	0	0	0	0	0	0.54	0	Databases
PLXNC1	PLXNA1	0.00054	0	0	0	0	0	0.54	0	Databases
IGF2BP3	SNRPB	0.000422	0	0	0	0	0.422	0	0	Experiments
IGF2BP3	HMGA2	0.000499	0	0	0	0	0.292	0	0.322	Experiments
IGF2BP3	KIF20A	0.000522	0	0	0	0	0.292	0	0.353	Experiments
IGF2BP3	TTK	0.000536	0	0	0	0	0	0	0.536	Text-mining
IGF2BP3	IGF2BP2	0.000691	0	0	0	0	0.614	0	0.234	Experiments
IGF2BP3	IGF2BP1	0.000848	0	0	0	0	0.733	0	0.456	Experiments
IGF2BP3	IGF2	0.000935	0	0	0	0	0	0	0.935	Text-mining
BRIP1	PLK1	0.000412	0	0	0	0	0	0	0.412	Text-mining
BRIP1	H2AX	0.000434	0	0	0	0	0	0	0.434	Text-mining
BRIP1	RFC3	0.000499	0	0	0	0	0	0.5	0	Databases
BRIP1	DNA2	0.000499	0	0	0	0	0	0.5	0	Databases
BRIP1	XRCC2	0.000499	0	0	0	0	0	0.5	0	Databases
BRIP1	XRCC3	0.000499	0	0	0	0	0	0.5	0	Databases
BRIP1	RFC4	0.000499	0	0	0	0	0	0.5	0	Databases
BRIP1	RMI2	0.000499	0	0	0	0	0	0.5	0	Databases
BRIP1	POLD1	0.000501	0	0	0	0	0	0.5	0.044	Databases
BRIP1	EXO1	0.000503	0	0	0	0	0	0.5	0.047	Databases
BRIP1	BLM	0.00075	0	0	0	0	0.457	0.5	0.155	Experiments + Databases
BRIP1	RAD51	0.000757	0	0	0	0	0	0.5	0.534	Databases
BRIP1	CLSPN	8e-04	0	0	0	0	0	0.8	0	Databases
BRIP1	RHNO1	8e-04	0	0	0	0	0	0.8	0	Databases
BRIP1	CHEK1	8e-04	0	0	0	0	0	0.8	0	Databases
BRIP1	FANCI	0.000823	0	0	0	0	0	0	0.823	Text-mining
BRIP1	BARD1	0.000901	0	0	0	0	0.734	0.54	0.256	Experiments + Databases
BRIP1	FANCD2	0.000902	0	0	0	0	0.457	0	0.828	Experiments
BRIP1	BRCA2	0.000977	0	0	0	0	0.292	0.9	0.705	Experiments + Databases
GABBR2	GNG4	0.000499	0	0	0	0	0	0.5	0	Databases
GABBR2	KCNJ5	0.000512	0	0	0	0	0	0.5	0.065	Databases
GABBR2	KCNJ6	0.000526	0	0	0	0	0	0.5	0.092	Databases
GABBR2	GABRA3	0.00054	0	0	0	0	0	0.54	0	Databases
GABBR2	GABRG2	0.00054	0	0	0	0	0	0.54	0	Databases
GABBR2	GABRR3	0.00054	0	0	0	0	0	0.54	0	Databases
GABBR2	GABRQ	0.000546	0	0	0	0	0	0.54	0.054	Databases
GABBR2	GABRD	0.000599	0	0	0	0	0	0.54	0.166	Databases
GABBR2	GABRE	0.00072	0	0	0	0	0	0.72	0	Databases
POU5F1	TUBB4A	0.000457	0	0	0	0	0.457	0	0	Experiments
POU5F1	KPNA2	0.000521	0	0	0	0	0.509	0	0.066	Experiments
POU5F1	CDX2	0.000644	0	0	0	0	0	0	0.644	Text-mining
POU5F1	H4C5	8e-04	0	0	0	0	0.8	0	0	Experiments
POU5F1	H4C8	8e-04	0	0	0	0	0.8	0	0	Experiments
POU5F1	H3C10	8e-04	0	0	0	0	0.8	0	0	Experiments
POU5F1	H3C6	8e-04	0	0	0	0	0.8	0	0	Experiments
POU5F1	H4C12	8e-04	0	0	0	0	0.8	0	0	Experiments
POU5F1	H4C14	8e-04	0	0	0	0	0.8	0	0	Experiments
POU5F1	H2BC11	8e-04	0	0	0	0	0.8	0	0	Experiments
POU5F1	H3C2	8e-04	0	0	0	0	0.8	0	0	Experiments
POU5F1	PKM	0.000943	0	0	0	0	0	0	0.943	Text-mining
POU5F1	SOX2	0.000999	0	0	0	0	0.95	0.8	0.982	Experiments + Databases
NRM	TRIM59	0.000542	0	0	0	0	0.542	0	0	Experiments
KIF23	TOP2A	0.000407	0	0	0	0	0.292	0	0.198	Experiments
KIF23	AURKB	0.000491	0	0	0	0	0.292	0	0.31	Experiments
KIF23	ANLN	0.000511	0	0	0	0	0.292	0	0.338	Experiments
KIF23	INCENP	0.000513	0	0	0	0	0.292	0	0.34	Experiments
KIF23	KIF15	0.00054	0	0	0	0	0	0.54	0	Databases
KIF23	KIFC2	0.00054	0	0	0	0	0	0.54	0	Databases
KIF23	KIF18A	0.00054	0	0	0	0	0	0.54	0	Databases
KIF23	KLC2	0.00054	0	0	0	0	0	0.54	0	Databases
KIF23	KIF21B	0.00054	0	0	0	0	0	0.54	0	Databases
KIF23	KIF5A	0.00054	0	0	0	0	0	0.54	0	Databases
KIF23	KIF18B	0.000568	0	0	0	0	0	0.54	0.101	Databases
KIF23	KIF2C	0.000575	0	0	0	0	0	0.54	0.116	Databases
KIF23	KIFC1	0.000596	0	0	0	0	0	0.54	0.158	Databases
KIF23	CEP55	0.000652	0	0	0	0	0.383	0	0.46	Experiments
KIF23	PLK1	0.000654	0	0	0	0	0.292	0	0.531	Experiments
KIF23	KIF20A	0.00066	0	0	0	0	0.292	0.54	0	Experiments + Databases
KIF23	KIF11	0.000669	0	0	0	0	0.292	0.54	0.068	Experiments + Databases
KIF23	SHCBP1	0.000675	0	0	0	0	0.675	0	0	Experiments
KIF23	KIF14	0.000678	0	0	0	0	0.292	0.54	0.093	Experiments + Databases
KIF23	PRC1	0.000751	0	0	0	0	0.457	0	0.561	Experiments
KIF23	ECT2	0.000988	0	0	0	0	0.457	0.9	0.808	Experiments + Databases
KIF23	RACGAP1	0.000999	0	0	0	0	0.911	0.9	0.986	Experiments + Databases
MNS1	CFAP53	0.000801	0	0	0	0	0.801	0	0	Experiments
MNS1	RIBC2	0.000801	0	0	0	0	0.801	0	0	Experiments
KIF11	FOXM1	4e-04	0	0	0	0	0	0	0.4	Text-mining
KIF11	RACGAP1	0.000412	0	0	0	0	0	0	0.413	Text-mining
KIF11	CCNA2	0.00045	0	0	0	0	0	0	0.45	Text-mining
KIF11	IGF2BP1	0.000483	0	0	0	0	0	0	0.483	Text-mining
KIF11	CDC20	0.000487	0	0	0	0	0	0	0.488	Text-mining
KIF11	KIFC1	0.00054	0	0	0	0	0	0.54	0	Databases
KIF11	KIF14	0.00054	0	0	0	0	0	0.54	0	Databases
KIF11	KIF18B	0.00054	0	0	0	0	0	0.54	0	Databases
KIF11	KIF18A	0.00054	0	0	0	0	0	0.54	0	Databases
KIF11	KIF21B	0.00054	0	0	0	0	0	0.54	0	Databases
KIF11	KIFC2	0.00054	0	0	0	0	0	0.54	0	Databases
KIF11	BUB1B	0.000544	0	0	0	0	0	0	0.544	Text-mining
KIF11	KIF20A	0.000567	0	0	0	0	0	0.54	0.099	Databases
KIF11	KIF2C	6e-04	0	0	0	0	0	0.54	0.167	Databases
KIF11	KIF5A	0.000643	0	0	0	0	0.226	0.54	0.078	Experiments + Databases
KIF11	CDK1	0.000682	0	0	0	0	0.292	0	0.57	Experiments
KIF11	KLC2	0.00072	0	0	0	0	0	0.72	0	Databases
KIF11	KIF15	0.000734	0	0	0	0	0	0.72	0.091	Databases
BARD1	RFC4	0.000499	0	0	0	0	0	0.5	0	Databases
BARD1	BLM	0.000499	0	0	0	0	0	0.5	0	Databases
BARD1	RHNO1	0.000499	0	0	0	0	0	0.5	0	Databases
BARD1	RFC3	0.000499	0	0	0	0	0	0.5	0	Databases
BARD1	RMI2	0.000499	0	0	0	0	0	0.5	0	Databases
BARD1	DNA2	0.000505	0	0	0	0	0.051	0.5	0	Experiments + Databases
BARD1	EXO1	0.000526	0	0	0	0	0	0.5	0.092	Databases
BARD1	CDC20	0.00054	0	0	0	0	0	0.54	0	Databases
BARD1	CDC20B	0.00054	0	0	0	0	0	0.54	0	Databases
BARD1	XRCC2	0.000581	0	0	0	0	0	0.5	0.198	Databases
BARD1	XRCC3	0.000708	0	0	0	0	0	0.5	0.441	Databases
BARD1	BUB1B	0.00072	0	0	0	0	0	0.72	0	Databases
BARD1	AURKB	0.000789	0	0	0	0	0.457	0	0.628	Experiments
BARD1	H3C10	9e-04	0	0	0	0	0.9	0	0	Experiments
BARD1	H3C6	9e-04	0	0	0	0	0.9	0	0	Experiments
BARD1	CUL7	9e-04	0	0	0	0	0	0.9	0	Databases
BARD1	H4C8	9e-04	0	0	0	0	0.9	0	0	Experiments
BARD1	CBX2	9e-04	0	0	0	0	0	0.9	0	Databases
BARD1	CBX8	9e-04	0	0	0	0	0	0.9	0	Databases
BARD1	H4C5	9e-04	0	0	0	0	0.9	0	0	Experiments
BARD1	H2BC11	9e-04	0	0	0	0	0.9	0	0	Experiments
BARD1	H4C14	9e-04	0	0	0	0	0.9	0	0	Experiments
BARD1	H4C12	9e-04	0	0	0	0	0.9	0	0	Experiments
BARD1	UBE2C	9e-04	0	0	0	0	0	0.9	0	Databases
BARD1	H3C2	9e-04	0	0	0	0	0.9	0	0	Experiments
BARD1	H2AC11	0.000903	0	0	0	0	0.9	0	0.072	Experiments
BARD1	UBE2S	0.000942	0	0	0	0	0	0.9	0.449	Databases
BARD1	H2AC13	0.000949	0	0	0	0	0.9	0.5	0.072	Experiments + Databases
BARD1	RAD51	0.000991	0	0	0	0	0.508	0.72	0.941	Experiments + Databases
BARD1	BRCA2	0.000994	0	0	0	0	0.642	0.72	0.948	Experiments + Databases
COL8A1	COL7A1	4e-04	0	0	0	0	0	0.4	0	Databases
COL8A1	COL22A1	4e-04	0	0	0	0	0	0.4	0	Databases
COL8A1	COL9A1	4e-04	0	0	0	0	0	0.4	0	Databases
COL8A1	VWF	0.000442	0	0	0	0	0	0	0.442	Text-mining
COL8A1	SERPINH1	0.000526	0	0	0	0	0	0.5	0.091	Databases
COL8A1	COL4A2	0.00054	0	0	0	0	0	0.54	0	Databases
COL8A1	COL4A1	0.000599	0	0	0	0	0.165	0.54	0	Experiments + Databases
COL8A1	COL15A1	0.00072	0	0	0	0	0	0.72	0	Databases
LMNB1	KIF20A	0.00049	0	0	0	0	0.292	0	0.31	Experiments
LMNB1	BANF2	0.000499	0	0	0	0	0	0	0.499	Text-mining
LMNB1	CDK1	0.000506	0	0	0	0	0.292	0	0.331	Experiments
LMNB1	RHOF	0.000552	0	0	0	0	0.142	0.5	0	Experiments + Databases
LMNB1	TMEM201	0.000603	0	0	0	0	0	0	0.603	Text-mining
LMNB1	ZWINT	0.000724	0	0	0	0	0.724	0	0	Experiments
LMNB1	LMNB2	0.000998	0	0	0	0	0.629	0.9	0.963	Experiments + Databases
REXO5	PCNA	0.000516	0	0	0	0	0.244	0.27	0.195	Experiments + Databases
VWF	SPP1	0.000478	0	0	0	0	0	0	0.478	Text-mining
TRAF5	TNFRSF4	0.000457	0	0	0	0	0.457	0	0	Experiments
TRAF5	RNF31	9e-04	0	0	0	0	0	0.9	0	Databases
NDC80	CDT1	0.000497	0	0	0	0	0.292	0	0.32	Experiments
NDC80	CENPH	0.000591	0	0	0	0	0.421	0	0.323	Experiments
NDC80	CENPU	0.000621	0	0	0	0	0.129	0	0.583	Experiments
NDC80	SPDL1	0.00072	0	0	0	0	0	0.72	0	Databases
NDC80	SKA3	0.00072	0	0	0	0	0	0.72	0	Databases
NDC80	BUB1	0.000725	0	0	0	0	0.725	0	0	Experiments
NDC80	CENPF	0.000752	0	0	0	0	0	0.72	0.154	Databases
NDC80	BUB1B	0.000755	0	0	0	0	0.164	0.72	0	Experiments + Databases
NDC80	PLK1	0.000774	0	0	0	0	0.226	0.72	0	Experiments + Databases
NDC80	NEK2	0.000809	0	0	0	0	0.457	0	0.664	Experiments
NDC80	SKA1	0.00083	0	0	0	0	0.421	0.72	0	Experiments + Databases
NDC80	DSN1	0.000836	0	0	0	0	0.66	0.54	0	Experiments + Databases
NDC80	ZWINT	0.000868	0	0	0	0	0.725	0.54	0	Experiments + Databases
NDC80	SPC25	0.000993	0	0	0	0	0.821	0.9	0.642	Experiments + Databases
NDC80	NUF2	0.000999	0	0	0	0	0.991	0.9	0.984	Experiments + Databases
NDC80	SPC24	0.000999	0	0	0	0	0.725	0.9	0.983	Experiments + Databases
PDGFRB	MYCN	0.00042	0	0	0	0	0	0	0.42	Text-mining
PDGFRB	EGF	0.00063	0	0	0	0	0	0	0.63	Text-mining
PDGFRB	PDGFA	0.000992	0	0	0	0	0.37	0.4	0.981	Experiments + Databases
MCM4	KIF20A	0.000406	0	0	0	0	0.292	0	0.196	Experiments
MCM4	L3MBTL1	0.00042	0	0	0	0	0.421	0	0	Experiments
MCM4	H3C10	0.000439	0	0	0	0	0.42	0	0.073	Experiments
MCM4	PLK1	0.000457	0	0	0	0	0.457	0	0	Experiments
MCM4	RECQL4	0.000457	0	0	0	0	0.457	0	0	Experiments
MCM4	FANCD2	0.000457	0	0	0	0	0.457	0	0	Experiments
MCM4	TONSL	0.000457	0	0	0	0	0.457	0	0	Experiments
MCM4	MMS22L	0.000491	0	0	0	0	0.292	0	0.311	Experiments
MCM4	MCMDC2	0.000506	0	0	0	0	0.369	0	0.25	Experiments
MCM4	ASF1B	0.000611	0	0	0	0	0.611	0	0	Experiments
MCM4	PCNA	0.000619	0	0	0	0	0.619	0	0	Experiments
MCM4	WDHD1	0.000896	0	0	0	0	0.896	0	0	Experiments
MCM4	CLSPN	0.000899	0	0	0	0	0.8	0.5	0.08	Experiments + Databases
MCM4	ORC1	0.000931	0	0	0	0	0.811	0.65	0	Experiments + Databases
MCM4	CDT1	0.000961	0	0	0	0	0.796	0.5	0.649	Experiments + Databases
MCM4	CDC7	0.000966	0	0	0	0	0.861	0.5	0.557	Experiments + Databases
MCM4	MCM8	0.000979	0	0	0	0	0.534	0.9	0.594	Experiments + Databases
MCM4	GINS1	0.000979	0	0	0	0	0.945	0.54	0.245	Experiments + Databases
MCM4	MCM10	0.00098	0	0	0	0	0.597	0.5	0.908	Experiments + Databases
MCM4	GINS3	0.000985	0	0	0	0	0.945	0.54	0.477	Experiments + Databases
MCM4	CDC45	0.000987	0	0	0	0	0.969	0.54	0.18	Experiments + Databases
MCM4	GINS4	0.000991	0	0	0	0	0.959	0.54	0.565	Experiments + Databases
MCM4	MCM6	0.000999	0	0	0	0	0.99	0.9	0.987	Experiments + Databases
MCM4	MCM3	0.000999	0	0	0	0	0.981	0.9	0.987	Experiments + Databases
MCM4	MCM7	0.000999	0	0	0	0	0.991	0.9	0.987	Experiments + Databases
MCM4	MCM2	0.000999	0	0	0	0	0.982	0.9	0.665	Experiments + Databases
CACNG4	ADAM23	0.000499	0	0	0	0	0	0.5	0	Databases
CACNG4	GRIK4	0.00054	0	0	0	0	0	0.54	0	Databases
CACNG4	GRIN2C	0.00072	0	0	0	0	0	0.72	0	Databases
CACNG4	CNIH2	0.00072	0	0	0	0	0	0.72	0	Databases
CACNG4	CATSPER2	0.00072	0	0	0	0	0	0.72	0	Databases
CACNG4	GRIN2A	0.00072	0	0	0	0	0	0.72	0	Databases
CACNG4	CACNA1E	0.000896	0	0	0	0	0	0.8	0.503	Databases
CACNG4	CACNB4	9e-04	0	0	0	0	0	0.9	0	Databases
PRR11	PRDM15	0.000451	0	0	0	0	0.451	0	0	Experiments
PKMYT1	CCNB2	0.000584	0	0	0	0	0.584	0	0	Experiments
PKMYT1	CCNA2	0.000595	0	0	0	0	0.595	0	0	Experiments
PKMYT1	CKS1B	0.000596	0	0	0	0	0.596	0	0	Experiments
PKMYT1	PLK1	0.000632	0	0	0	0	0.499	0	0.297	Experiments
PKMYT1	CKS2	0.00065	0	0	0	0	0.65	0	0	Experiments
PKMYT1	CDK1	0.000668	0	0	0	0	0.632	0	0.134	Experiments
CHTF18	POLD1	0.000417	0	0	0	0	0.317	0	0.182	Experiments
CHTF18	DDX11	0.000483	0	0	0	0	0.292	0	0.301	Experiments
CHTF18	E2F1	0.000633	0	0	0	0	0	0	0.633	Text-mining
CHTF18	ATAD5	0.000809	0	0	0	0	0	0	0.809	Text-mining
CHTF18	PCNA	0.000834	0	0	0	0	0.682	0.5	0	Experiments + Databases
CHTF18	RFC3	0.000985	0	0	0	0	0.633	0.9	0.633	Experiments + Databases
CHTF18	RFC4	0.000987	0	0	0	0	0.701	0.9	0.622	Experiments + Databases
CHTF18	DSCC1	0.000999	0	0	0	0	0.901	0.9	0.98	Experiments + Databases
GINS1	MCM10	0.000598	0	0	0	0	0.081	0	0.581	Experiments
GINS1	CLSPN	8e-04	0	0	0	0	0.8	0	0	Experiments
GINS1	WDHD1	0.000916	0	0	0	0	0.916	0	0	Experiments
GINS1	MCM6	0.000973	0	0	0	0	0.945	0.54	0	Experiments + Databases
GINS1	MCM2	0.000974	0	0	0	0	0.946	0.54	0	Experiments + Databases
GINS1	MCM3	0.000974	0	0	0	0	0.947	0.54	0	Experiments + Databases
GINS1	MCM7	0.000989	0	0	0	0	0.976	0.54	0.121	Experiments + Databases
GINS1	CDC45	0.000996	0	0	0	0	0.983	0.54	0.593	Experiments + Databases
GINS1	GINS3	0.000999	0	0	0	0	0.991	0.8	0.979	Experiments + Databases
GINS1	GINS4	0.000999	0	0	0	0	0.991	0.8	0.969	Experiments + Databases
CCNE1	MCM7	0.000407	0	0	0	0	0	0	0.407	Text-mining
CCNE1	CALML6	0.000407	0	0	0	0	0	0	0.407	Text-mining
CCNE1	E2F1	0.000411	0	0	0	0	0.292	0	0.202	Experiments
CCNE1	CDC25A	0.000457	0	0	0	0	0.457	0	0	Experiments
CCNE1	FOXM1	0.000457	0	0	0	0	0.457	0	0	Experiments
CCNE1	LIN37	0.000477	0	0	0	0	0.477	0	0	Experiments
CCNE1	CCT3	0.000499	0	0	0	0	0	0.5	0	Databases
CCNE1	E2F5	0.000499	0	0	0	0	0	0.5	0	Databases
CCNE1	E2F2	0.00054	0	0	0	0	0	0	0.54	Text-mining
CCNE1	CDT1	0.000551	0	0	0	0	0.292	0	0.392	Experiments
CCNE1	RBL1	0.00063	0	0	0	0	0.292	0.5	0	Experiments + Databases
CCNE1	PCNA	0.000651	0	0	0	0	0.651	0	0	Experiments
CCNE1	CKS2	0.000664	0	0	0	0	0.664	0	0	Experiments
CCNE1	CDK1	0.000738	0	0	0	0	0.507	0	0.49	Experiments
CCNE1	CCNA2	0.000759	0	0	0	0	0	0.4	0.616	Databases
CCNE1	CKS1B	0.000804	0	0	0	0	0.625	0.5	0	Experiments + Databases
CCNE1	CCNE2	0.000946	0	0	0	0	0	0.9	0.485	Databases
CBFA2T2	TCF3	0.000436	0	0	0	0	0	0	0.436	Text-mining
CDKN2C	CDKN2B	0.000454	0	0	0	0	0.454	0	0	Experiments
CDKN2C	CDKN2A	0.000492	0	0	0	0	0.329	0	0.275	Experiments
TCF3	DNMT1	0.000405	0	0	0	0	0	0	0.405	Text-mining
TCF3	SOX2	0.000457	0	0	0	0	0.457	0	0	Experiments
TCF3	EBF1	0.000647	0	0	0	0	0	0	0.647	Text-mining
TCF3	MESP2	0.000652	0	0	0	0	0.652	0	0.043	Experiments
TCF3	TAL2	0.000684	0	0	0	0	0.451	0	0.449	Experiments
KIF18A	KIF21B	0.00054	0	0	0	0	0	0.54	0	Databases
KIF18A	KIF5A	0.00054	0	0	0	0	0	0.54	0	Databases
KIF18A	KIF20A	0.00054	0	0	0	0	0	0.54	0	Databases
KIF18A	KIFC2	0.00054	0	0	0	0	0	0.54	0	Databases
KIF18A	KIF18B	0.00054	0	0	0	0	0	0.54	0	Databases
KIF18A	KIF15	0.00054	0	0	0	0	0	0.54	0	Databases
KIF18A	KLC2	0.00054	0	0	0	0	0	0.54	0	Databases
KIF18A	KIFC1	0.00061	0	0	0	0	0	0.54	0.188	Databases
KIF18A	KIF14	0.000633	0	0	0	0	0	0.54	0.235	Databases
KIF18A	CENPE	0.000821	0	0	0	0	0	0.8	0.142	Databases
