gene_A	gene_B	combined_score	neighborhood	fusion	cooccurence	coexpression	experiments	database	textmining	evidence_type
KIF18A	KIF2C	0.000847	0	0	0	0	0	0.8	0.268	Databases
LIG1	RFC3	0.000499	0	0	0	0	0	0.5	0	Databases
LIG1	POLD1	0.000554	0	0	0	0	0	0.5	0.145	Databases
LIG1	EHMT2	0.000674	0	0	0	0	0.457	0	0.425	Experiments
LIG1	RFC4	0.000685	0	0	0	0	0	0.5	0.396	Databases
LIG1	UHRF1	0.00096	0	0	0	0	0.96	0	0	Experiments
LIG1	FEN1	0.000969	0	0	0	0	0.92	0	0.633	Experiments
LIG1	PCNA	0.000995	0	0	0	0	0.99	0.5	0	Experiments + Databases
NOX4	DUOX2	0.000899	0	0	0	0	0	0.54	0.791	Databases
NOX4	DUOX1	0.00099	0	0	0	0	0	0.54	0.98	Databases
ASF1B	MCM7	0.000433	0	0	0	0	0.433	0	0	Experiments
ASF1B	H3C2	0.000558	0	0	0	0	0.512	0	0.131	Experiments
ASF1B	H3C10	0.000595	0	0	0	0	0.553	0	0.131	Experiments
ASF1B	MMS22L	0.000602	0	0	0	0	0.602	0	0	Experiments
ASF1B	MCM6	0.000627	0	0	0	0	0.627	0	0	Experiments
ASF1B	CHAF1A	0.000667	0	0	0	0	0.667	0	0	Experiments
ASF1B	TONSL	0.000743	0	0	0	0	0.575	0	0.421	Experiments
ASF1B	CHAF1B	0.000848	0	0	0	0	0.791	0	0.304	Experiments
ASF1B	H4C5	0.000921	0	0	0	0	0.921	0	0	Experiments
ASF1B	H4C8	0.000921	0	0	0	0	0.921	0	0	Experiments
ASF1B	H4C12	0.000921	0	0	0	0	0.921	0	0	Experiments
ASF1B	H4C14	0.000967	0	0	0	0	0.967	0	0	Experiments
ASF1B	MCM2	0.00097	0	0	0	0	0.96	0	0.289	Experiments
NOTCH3	DNM3	0.000403	0	0	0	0	0	0	0.403	Text-mining
NOTCH3	EGF	0.000516	0	0	0	0	0	0.5	0.071	Databases
NOTCH3	DLK1	0.000606	0	0	0	0	0	0	0.606	Text-mining
NOTCH3	TACC3	9e-04	0	0	0	0	0	0.9	0	Databases
NOTCH3	JAG2	0.000998	0	0	0	0	0.297	0.9	0.983	Experiments + Databases
ARID3A	SOX2	0.00042	0	0	0	0	0.421	0	0	Experiments
ARID3A	E2F1	0.000518	0	0	0	0	0.292	0	0.348	Experiments
LHX4	SSX1	0.000473	0	0	0	0	0.23	0	0.344	Experiments
LHX4	LHX3	0.000767	0	0	0	0	0.292	0.5	0.396	Experiments + Databases
LHX4	ISL2	0.000878	0	0	0	0	0.681	0	0.635	Experiments
SGO1	BUB1B	0.00044	0	0	0	0	0.292	0	0.242	Experiments
SGO1	AURKB	0.00049	0	0	0	0	0.292	0	0.31	Experiments
SGO1	CDCA8	0.000933	0	0	0	0	0.292	0	0.91	Experiments
WDR76	CCT3	0.000457	0	0	0	0	0.457	0	0	Experiments
WDR76	EPPK1	0.000457	0	0	0	0	0.457	0	0	Experiments
WDR76	DBN1	0.000457	0	0	0	0	0.457	0	0	Experiments
WDR76	HELLS	0.000817	0	0	0	0	0.457	0	0.678	Experiments
MCAM	RHOF	0.000557	0	0	0	0	0.152	0.5	0	Experiments + Databases
TUBB4A	H3C2	0.000424	0	0	0	0	0	0	0.424	Text-mining
TUBB4A	H3C10	0.000424	0	0	0	0	0	0	0.424	Text-mining
TUBB4A	H3C6	0.000424	0	0	0	0	0	0	0.424	Text-mining
TUBB4A	TUBA3C	0.000496	0	0	0	0	0.142	0.4	0.101	Experiments + Databases
TUBB4A	PFDN6	0.000499	0	0	0	0	0	0.5	0	Databases
TUBB4A	CCT3	0.000529	0	0	0	0	0.098	0.5	0	Experiments + Databases
TUBB4A	DYNC1I1	0.000743	0	0	0	0	0.115	0.65	0.238	Experiments + Databases
MCM6	H2AX	0.00042	0	0	0	0	0.421	0	0	Experiments
MCM6	CDC20	0.000446	0	0	0	0	0	0	0.446	Text-mining
MCM6	TONSL	0.000457	0	0	0	0	0.457	0	0	Experiments
MCM6	RECQL4	0.000457	0	0	0	0	0.457	0	0	Experiments
MCM6	PLK1	0.000457	0	0	0	0	0.457	0	0	Experiments
MCM6	CDKN2A	0.000497	0	0	0	0	0.292	0	0.32	Experiments
MCM6	MMS22L	0.000597	0	0	0	0	0.457	0	0.29	Experiments
MCM6	CDC7	0.000839	0	0	0	0	0.656	0.5	0.14	Experiments + Databases
MCM6	WDHD1	0.000889	0	0	0	0	0.889	0	0	Experiments
MCM6	CLSPN	0.000895	0	0	0	0	0.8	0.5	0	Experiments + Databases
MCM6	ORC1	0.00091	0	0	0	0	0.755	0.65	0	Experiments + Databases
MCM6	MCM10	0.000944	0	0	0	0	0.753	0.5	0.586	Experiments + Databases
MCM6	GINS4	0.00098	0	0	0	0	0.959	0.54	0	Experiments + Databases
MCM6	MCM8	0.000981	0	0	0	0	0.292	0.9	0.754	Experiments + Databases
MCM6	GINS3	0.000989	0	0	0	0	0.954	0.54	0.525	Experiments + Databases
MCM6	CDC45	0.000996	0	0	0	0	0.981	0.54	0.622	Experiments + Databases
MCM6	MCM7	0.000999	0	0	0	0	0.982	0.9	0.987	Experiments + Databases
MCM6	MCM3	0.000999	0	0	0	0	0.983	0.9	0.987	Experiments + Databases
MCM6	CDT1	0.000999	0	0	0	0	0.973	0.5	0.954	Experiments + Databases
MCM6	MCM2	0.000999	0	0	0	0	0.991	0.9	0.351	Experiments + Databases
POLQ	POLD1	0.000448	0	0	0	0	0	0	0.448	Text-mining
POLQ	FEN1	0.000499	0	0	0	0	0	0.5	0	Databases
ADAM23	LGI3	0.000814	0	0	0	0	0	0.5	0.644	Databases
UBE2S	PLK1	0.000499	0	0	0	0	0	0.5	0	Databases
UBE2S	AURKB	0.000499	0	0	0	0	0	0.5	0	Databases
UBE2S	CDK1	0.000499	0	0	0	0	0	0.5	0	Databases
UBE2S	EHMT2	0.000499	0	0	0	0	0	0.5	0	Databases
UBE2S	PTTG1	0.000499	0	0	0	0	0	0.5	0	Databases
UBE2S	CCNA2	0.000499	0	0	0	0	0	0.5	0	Databases
UBE2S	NEK2	0.000499	0	0	0	0	0	0.5	0	Databases
UBE2S	MAD2L1	0.000499	0	0	0	0	0	0.5	0	Databases
UBE2S	CDC20B	0.00054	0	0	0	0	0	0.54	0	Databases
UBE2S	BRCA2	0.00072	0	0	0	0	0	0.72	0	Databases
UBE2S	RAD51	0.00072	0	0	0	0	0	0.72	0	Databases
UBE2S	BUB1B	0.00076	0	0	0	0	0	0.72	0.18	Databases
UBE2S	CBX8	9e-04	0	0	0	0	0	0.9	0	Databases
UBE2S	CBX2	9e-04	0	0	0	0	0	0.9	0	Databases
UBE2S	CUL7	9e-04	0	0	0	0	0	0.9	0	Databases
UBE2S	CDC20	0.000919	0	0	0	0	0.734	0.54	0.392	Experiments + Databases
UBE2S	UBE2C	0.000967	0	0	0	0	0.292	0.9	0.579	Experiments + Databases
NEIL3	H2BC17	0.000499	0	0	0	0	0	0.5	0	Databases
NEIL3	H2BC9	0.000499	0	0	0	0	0	0.5	0	Databases
NEIL3	H2AZ1	0.000499	0	0	0	0	0	0.5	0	Databases
NEIL3	H2AX	0.000499	0	0	0	0	0	0.5	0	Databases
NEIL3	H2BC15	0.000499	0	0	0	0	0	0.5	0	Databases
NEIL3	H2BC11	0.000499	0	0	0	0	0	0.5	0	Databases
DNMT3A	FEN1	0.00044	0	0	0	0	0	0	0.44	Text-mining
DNMT3A	H2BC17	0.000499	0	0	0	0	0	0.5	0	Databases
DNMT3A	H2BC11	0.000499	0	0	0	0	0	0.5	0	Databases
DNMT3A	H2BC15	0.000499	0	0	0	0	0	0.5	0	Databases
DNMT3A	H2BC9	0.000499	0	0	0	0	0	0.5	0	Databases
DNMT3A	H2AX	0.00063	0	0	0	0	0.292	0.5	0	Experiments + Databases
DNMT3A	H2AZ1	0.00063	0	0	0	0	0.292	0.5	0	Experiments + Databases
DNMT3A	HELLS	0.000641	0	0	0	0	0	0	0.641	Text-mining
DNMT3A	NR6A1	0.000672	0	0	0	0	0	0	0.672	Text-mining
DNMT3A	UHRF1	0.000757	0	0	0	0	0.483	0	0.551	Experiments
DNMT3A	H3C2	0.000902	0	0	0	0	0.9	0	0.065	Experiments
DNMT3A	H3C6	0.000902	0	0	0	0	0.9	0	0.065	Experiments
DNMT3A	H3C10	0.000902	0	0	0	0	0.9	0	0.065	Experiments
DNMT3A	EHMT2	0.000981	0	0	0	0	0.292	0	0.975	Experiments
DNMT3A	DNMT1	0.000989	0	0	0	0	0.457	0.9	0.819	Experiments + Databases
DNMT3A	EZH2	0.000994	0	0	0	0	0.457	0.5	0.982	Experiments + Databases
DNMT3A	DNMT3B	0.000994	0	0	0	0	0.691	0.9	0.85	Experiments + Databases
SLC9A3	MAST2	0.000472	0	0	0	0	0.292	0	0.285	Experiments
MCM2	MCMDC2	0.000436	0	0	0	0	0.338	0	0.184	Experiments
MCM2	FANCD2	0.000457	0	0	0	0	0.457	0	0	Experiments
MCM2	L3MBTL1	0.000457	0	0	0	0	0.457	0	0	Experiments
MCM2	RECQL4	0.000578	0	0	0	0	0.457	0	0.256	Experiments
MCM2	CCNB2	0.00062	0	0	0	0	0.62	0	0	Experiments
MCM2	MMS22L	0.000631	0	0	0	0	0.631	0	0	Experiments
MCM2	CDKN2A	0.000721	0	0	0	0	0.721	0	0	Experiments
MCM2	WDHD1	0.000887	0	0	0	0	0.887	0	0	Experiments
MCM2	H4C14	9e-04	0	0	0	0	0.9	0	0	Experiments
MCM2	H4C8	9e-04	0	0	0	0	0.9	0	0	Experiments
MCM2	H4C5	9e-04	0	0	0	0	0.9	0	0	Experiments
MCM2	H3C6	9e-04	0	0	0	0	0.9	0	0.045	Experiments
MCM2	CDC7	0.000917	0	0	0	0	0.841	0.5	0	Experiments + Databases
MCM2	MCM10	0.000917	0	0	0	0	0.791	0.5	0.272	Experiments + Databases
MCM2	TONSL	0.000918	0	0	0	0	0.918	0	0	Experiments
MCM2	H4C12	0.00092	0	0	0	0	0.92	0	0	Experiments
MCM2	H3C2	0.000928	0	0	0	0	0.928	0	0.045	Experiments
MCM2	ORC1	0.000939	0	0	0	0	0.755	0.65	0.353	Experiments + Databases
MCM2	H3C10	0.000941	0	0	0	0	0.941	0	0.045	Experiments
MCM2	MCM8	0.000941	0	0	0	0	0.338	0.9	0.184	Experiments + Databases
MCM2	CLSPN	0.000954	0	0	0	0	0.913	0.5	0	Experiments + Databases
MCM2	CDT1	0.000955	0	0	0	0	0.695	0.5	0.733	Experiments + Databases
MCM2	GINS3	0.000991	0	0	0	0	0.98	0.54	0.18	Experiments + Databases
MCM2	GINS4	0.000993	0	0	0	0	0.975	0.54	0.464	Experiments + Databases
MCM2	CDC45	0.000995	0	0	0	0	0.985	0.54	0.353	Experiments + Databases
MCM2	MCM3	0.000998	0	0	0	0	0.983	0.9	0.349	Experiments + Databases
MCM2	MCM7	0.000999	0	0	0	0	0.984	0.9	0.55	Experiments + Databases
RASGRF2	ACTN2	4e-04	0	0	0	0	0	0.4	0	Databases
RASGRF2	GRIN2A	0.000662	0	0	0	0	0	0	0.662	Text-mining
RASGRF2	RASGRF1	0.000922	0	0	0	0	0	0.9	0.261	Databases
CENPE	KIF20A	0.000413	0	0	0	0	0.292	0	0.206	Experiments
CENPE	ZWINT	0.000453	0	0	0	0	0	0	0.453	Text-mining
CENPE	CENPI	0.000502	0	0	0	0	0	0	0.502	Text-mining
CENPE	CCNB2	0.00056	0	0	0	0	0	0	0.56	Text-mining
CENPE	CENPA	0.000655	0	0	0	0	0	0	0.655	Text-mining
CENPE	PRC1	0.000662	0	0	0	0	0.457	0	0.404	Experiments
CENPE	AURKB	0.000674	0	0	0	0	0	0	0.674	Text-mining
CENPE	NUF2	0.000712	0	0	0	0	0.457	0	0.491	Experiments
CENPE	BIRC5	0.000721	0	0	0	0	0	0	0.721	Text-mining
CENPE	BUB1	0.000781	0	0	0	0	0.226	0	0.728	Experiments
CENPE	CENPF	0.000881	0	0	0	0	0.23	0	0.852	Experiments
CENPE	KIF2C	0.00089	0	0	0	0	0	0.8	0.475	Databases
CENPE	BUB1B	0.000989	0	0	0	0	0.457	0	0.98	Experiments
LEF1	MSX1	0.000434	0	0	0	0	0	0	0.434	Text-mining
LEF1	TERT	0.000499	0	0	0	0	0	0.5	0	Databases
LEF1	E2F1	0.000565	0	0	0	0	0.292	0	0.412	Experiments
LEF1	TEAD2	8e-04	0	0	0	0	0	0.8	0	Databases
LEF1	PYGO2	0.000834	0	0	0	0	0	0.54	0.654	Databases
EGF	WNT3A	0.000528	0	0	0	0	0	0	0.528	Text-mining
EGF	NRG2	0.000553	0	0	0	0	0	0.4	0.287	Databases
EGF	FGF13	0.000805	0	0	0	0	0	0	0.805	Text-mining
EGF	PDGFA	9e-04	0	0	0	0	0	0.9	0	Databases
SPDL1	PLK1	0.00072	0	0	0	0	0	0.72	0	Databases
SPDL1	SKA3	9e-04	0	0	0	0	0	0.9	0	Databases
SPDL1	BUB1B	9e-04	0	0	0	0	0	0.9	0	Databases
SPDL1	SKA1	9e-04	0	0	0	0	0	0.9	0	Databases
SPDL1	CENPF	9e-04	0	0	0	0	0	0.9	0	Databases
POLA2	DNA2	0.000499	0	0	0	0	0	0.5	0	Databases
POLA2	RFC4	0.000504	0	0	0	0	0.049	0.5	0	Experiments + Databases
POLA2	RFC3	0.000584	0	0	0	0	0.204	0.5	0	Experiments + Databases
POLA2	MCM3	0.00072	0	0	0	0	0	0.72	0	Databases
POLA2	PCNA	0.00072	0	0	0	0	0	0.72	0	Databases
POLA2	POLG2	9e-04	0	0	0	0	0	0.9	0	Databases
POLA2	POLD1	0.000956	0	0	0	0	0.377	0.9	0.352	Experiments + Databases
POLA2	PRIM1	0.000999	0	0	0	0	0.966	0.9	0.914	Experiments + Databases
POLA2	PRIM2	0.000999	0	0	0	0	0.991	0.9	0.907	Experiments + Databases
ANLN	DBN1	0.00042	0	0	0	0	0.421	0	0	Experiments
ANLN	TPM2	0.00042	0	0	0	0	0.42	0	0	Experiments
ANLN	IQGAP3	0.000457	0	0	0	0	0.457	0	0	Experiments
ANLN	ECT2	0.000831	0	0	0	0	0.292	0	0.772	Experiments
ANLN	DIAPH3	0.000911	0	0	0	0	0	0	0.911	Text-mining
ANLN	RACGAP1	0.000941	0	0	0	0	0.292	0	0.92	Experiments
ANKRD52	FOXK1	0.000402	0	0	0	0	0.402	0	0	Experiments
RHOF	BAIAP2L2	0.000501	0	0	0	0	0.044	0.5	0	Experiments + Databases
RHOF	ARHGAP39	0.00055	0	0	0	0	0.138	0.5	0	Experiments + Databases
RHOF	DIAPH3	0.00056	0	0	0	0	0.155	0.5	0.043	Experiments + Databases
TICRR	CDC45	0.000525	0	0	0	0	0	0	0.525	Text-mining
TICRR	MCM10	0.00079	0	0	0	0	0	0	0.79	Text-mining
TICRR	RECQL4	0.000858	0	0	0	0	0	0	0.858	Text-mining
TICRR	MTBP	0.000932	0	0	0	0	0.457	0	0.88	Experiments
MFGE8	BTNL8	0.000475	0	0	0	0	0	0	0.475	Text-mining
NKD1	PPP4R3C	0.00054	0	0	0	0	0	0.54	0	Databases
NKD1	PPP2R2C	0.00054	0	0	0	0	0	0.54	0	Databases
NKD1	PPP2R3B	0.00072	0	0	0	0	0	0.72	0	Databases
CDH13	CDH24	0.00054	0	0	0	0	0	0.54	0	Databases
CDH13	APC2	0.00054	0	0	0	0	0	0.54	0	Databases
CDH13	CTNNA2	0.000547	0	0	0	0	0	0.54	0.057	Databases
CDH13	CDH8	0.000625	0	0	0	0	0	0.54	0.219	Databases
CPNE7	EBF3	0.000533	0	0	0	0	0.533	0	0	Experiments
CBX8	H2BC15	0.000499	0	0	0	0	0	0.5	0	Databases
CBX8	H2AZ1	0.000499	0	0	0	0	0	0.5	0	Databases
CBX8	H2BC9	0.000499	0	0	0	0	0	0.5	0	Databases
CBX8	H2AX	0.000499	0	0	0	0	0	0.5	0	Databases
CBX8	H2BC17	0.000499	0	0	0	0	0	0.5	0	Databases
CBX8	H2BC11	0.000499	0	0	0	0	0	0.5	0	Databases
CBX8	CDC20B	0.00054	0	0	0	0	0	0.54	0	Databases
CBX8	CDC20	0.00054	0	0	0	0	0	0.54	0	Databases
CBX8	RAD51	0.00072	0	0	0	0	0	0.72	0	Databases
CBX8	BUB1B	0.00072	0	0	0	0	0	0.72	0	Databases
CBX8	BRCA2	0.00072	0	0	0	0	0	0.72	0	Databases
CBX8	EZH2	9e-04	0	0	0	0	0	0.9	0	Databases
CBX8	UBE2C	9e-04	0	0	0	0	0	0.9	0	Databases
CBX8	CUL7	9e-04	0	0	0	0	0	0.9	0	Databases
CBX8	CBX2	0.000997	0	0	0	0	0.316	0.9	0.97	Experiments + Databases
CEP131	CEP152	0.00042	0	0	0	0	0.42	0	0	Experiments
SMG9	DHX34	0.00045	0	0	0	0	0	0	0.45	Text-mining
PLK4	RACGAP1	0.000445	0	0	0	0	0	0	0.445	Text-mining
PLK4	BUB1B	0.000447	0	0	0	0	0	0	0.447	Text-mining
PLK4	PLK1	0.000496	0	0	0	0	0.166	0	0.421	Experiments
PLK4	CDK1	0.000582	0	0	0	0	0	0	0.582	Text-mining
PLK4	PFN4	0.000623	0	0	0	0	0	0	0.623	Text-mining
PLK4	ECT2	0.000658	0	0	0	0	0.292	0	0.538	Experiments
PLK4	SASS6	0.000813	0	0	0	0	0.42	0.54	0.357	Experiments + Databases
PLK4	STIL	0.000994	0	0	0	0	0.955	0.54	0.731	Experiments + Databases
PLK4	CEP152	0.000997	0	0	0	0	0.96	0.54	0.864	Experiments + Databases
NUF2	SLCO6A1	0.000422	0	0	0	0	0	0	0.423	Text-mining
NUF2	CENPA	0.000474	0	0	0	0	0	0	0.474	Text-mining
NUF2	AURKB	0.000581	0	0	0	0	0.292	0	0.433	Experiments
NUF2	BUB1	0.000725	0	0	0	0	0.725	0	0	Experiments
NUF2	DSN1	0.000834	0	0	0	0	0.655	0.54	0	Experiments + Databases
NUF2	ZWINT	0.000868	0	0	0	0	0.725	0.54	0	Experiments + Databases
NUF2	CENPH	0.000872	0	0	0	0	0.23	0	0.841	Experiments
NUF2	SPC25	0.000987	0	0	0	0	0.815	0.9	0.353	Experiments + Databases
NUF2	SPC24	0.000999	0	0	0	0	0.715	0.9	0.982	Experiments + Databases
SF3B4	SCNM1	8e-04	0	0	0	0	0.8	0	0	Experiments
SF3B4	SNRPE	0.000991	0	0	0	0	0.913	0.9	0	Experiments + Databases
SF3B4	SNRPB	0.000992	0	0	0	0	0.927	0.9	0	Experiments + Databases
C1orf35	FAM133A	0.000432	0	0	0	0	0.432	0	0	Experiments
ATP6V1C2	ATP6V0D2	0.000757	0	0	0	0	0.378	0.54	0.218	Experiments + Databases
ATP6V1C2	ATP6V1C1	0.000962	0	0	0	0	0.64	0.9	0	Experiments + Databases
MMS22L	ESCO2	0.000696	0	0	0	0	0.292	0	0.589	Experiments
MMS22L	TONSL	0.00099	0	0	0	0	0.457	0	0.982	Experiments
CDCA5	CDCA8	0.000448	0	0	0	0	0	0	0.448	Text-mining
CDCA5	BIRC5	0.000566	0	0	0	0	0	0	0.566	Text-mining
CDCA5	CCNB2	0.000568	0	0	0	0	0	0	0.568	Text-mining
CDCA5	AURKB	0.000787	0	0	0	0	0	0	0.787	Text-mining
CDCA5	CDK1	0.000826	0	0	0	0	0.292	0	0.765	Experiments
GINS4	POLD1	0.000452	0	0	0	0	0.447	0	0.05	Experiments
GINS4	RECQL4	0.000531	0	0	0	0	0.457	0	0.173	Experiments
GINS4	MCM10	0.000569	0	0	0	0	0.17	0	0.502	Experiments
GINS4	CLSPN	8e-04	0	0	0	0	0.8	0	0	Experiments
GINS4	WDHD1	0.000976	0	0	0	0	0.976	0	0	Experiments
GINS4	MCM3	0.000986	0	0	0	0	0.969	0.54	0.128	Experiments + Databases
GINS4	MCM7	0.000991	0	0	0	0	0.981	0.54	0	Experiments + Databases
GINS4	CDC45	0.000999	0	0	0	0	0.974	0.54	0.978	Experiments + Databases
GINS4	GINS3	0.000999	0	0	0	0	0.991	0.8	0.982	Experiments + Databases
CDKN2B	CDKN2A	0.000941	0	0	0	0	0.44	0.9	0	Experiments + Databases
SLC7A11	SLC7A6	0.000699	0	0	0	0	0	0.5	0.423	Databases
MYCN	E2F1	0.000629	0	0	0	0	0	0	0.629	Text-mining
MYCN	EZH2	0.000843	0	0	0	0	0.457	0	0.723	Experiments
CENPU	HJURP	0.000499	0	0	0	0	0	0.5	0	Databases
CENPU	H2BC6	8e-04	0	0	0	0	0.8	0	0	Experiments
CENPU	H4C14	8e-04	0	0	0	0	0.8	0	0	Experiments
CENPU	H4C12	8e-04	0	0	0	0	0.8	0	0	Experiments
CENPU	H4C8	8e-04	0	0	0	0	0.8	0	0	Experiments
CENPU	H4C5	8e-04	0	0	0	0	0.8	0	0	Experiments
CENPU	H2BC8	8e-04	0	0	0	0	0.8	0	0	Experiments
CENPU	CENPA	0.000962	0	0	0	0	0.886	0.5	0.398	Experiments + Databases
CENPU	PLK1	0.000962	0	0	0	0	0.618	0	0.905	Experiments
CENPU	CENPL	0.000987	0	0	0	0	0.894	0.8	0.441	Experiments + Databases
CENPU	CENPW	0.000987	0	0	0	0	0.8	0.8	0.709	Experiments + Databases
CENPU	CENPK	0.000994	0	0	0	0	0.92	0.8	0.662	Experiments + Databases
CENPU	CENPO	0.000997	0	0	0	0	0.932	0.8	0.861	Experiments + Databases
CENPU	CENPH	0.000997	0	0	0	0	0.917	0.8	0.849	Experiments + Databases
CENPU	CENPI	0.000998	0	0	0	0	0.927	0.8	0.914	Experiments + Databases
TNFSF4	TNFRSF18	0.000405	0	0	0	0	0	0	0.405	Text-mining
TNFSF4	TNFRSF4	0.000999	0	0	0	0	0.96	0.7	0.982	Experiments + Databases
SPC25	BUB1	0.000725	0	0	0	0	0.725	0	0	Experiments
SPC25	DSN1	0.000842	0	0	0	0	0.671	0.54	0	Experiments + Databases
SPC25	ZWINT	0.000868	0	0	0	0	0.725	0.54	0	Experiments + Databases
SPC25	SPC24	0.000982	0	0	0	0	0.814	0.9	0.135	Experiments + Databases
CCNO	CKS2	0.000504	0	0	0	0	0.493	0	0.061	Experiments
CCNO	CKS1B	0.000507	0	0	0	0	0.497	0	0.061	Experiments
CCNO	CDK1	0.000546	0	0	0	0	0.515	0	0.102	Experiments
CCNO	CCNA2	0.000559	0	0	0	0	0	0.54	0.081	Databases
CCNO	PCNA	0.000605	0	0	0	0	0.605	0	0	Experiments
CENPH	HJURP	0.00068	0	0	0	0	0	0.5	0.387	Databases
CENPH	H2BC8	8e-04	0	0	0	0	0.8	0	0	Experiments
CENPH	H4C5	8e-04	0	0	0	0	0.8	0	0	Experiments
CENPH	H4C8	8e-04	0	0	0	0	0.8	0	0	Experiments
CENPH	H4C14	8e-04	0	0	0	0	0.8	0	0	Experiments
CENPH	H4C12	8e-04	0	0	0	0	0.8	0	0	Experiments
CENPH	H2BC6	8e-04	0	0	0	0	0.8	0	0	Experiments
CENPH	CENPA	0.000984	0	0	0	0	0.886	0.5	0.745	Experiments + Databases
CENPH	CENPW	0.000989	0	0	0	0	0.8	0.8	0.754	Experiments + Databases
CENPH	CENPL	0.000992	0	0	0	0	0.838	0.8	0.799	Experiments + Databases
CENPH	CENPO	0.000996	0	0	0	0	0.933	0.8	0.741	Experiments + Databases
CENPH	CENPI	0.000999	0	0	0	0	0.957	0.8	0.98	Experiments + Databases
CENPH	CENPK	0.000999	0	0	0	0	0.957	0.8	0.98	Experiments + Databases
LPCAT1	PAFAH1B3	9e-04	0	0	0	0	0	0.9	0	Databases
GDPD1	GDPD3	9e-04	0	0	0	0	0	0.9	0	Databases
UCHL1	USP21	0.000438	0	0	0	0	0.438	0	0	Experiments
UCHL1	CDK1	0.000467	0	0	0	0	0.292	0	0.279	Experiments
UCHL1	CDKN2A	0.000721	0	0	0	0	0.292	0	0.623	Experiments
WNT3A	SFRP4	0.000528	0	0	0	0	0.053	0	0.522	Experiments
WNT3A	DLX5	0.00057	0	0	0	0	0	0	0.57	Text-mining
WNT3A	PTK7	0.000779	0	0	0	0	0.043	0	0.778	Experiments
WNT3A	GPC3	0.000805	0	0	0	0	0	0	0.805	Text-mining
SKA1	PPP2R2C	0.000539	0	0	0	0	0.539	0	0	Experiments
SKA1	PLK1	0.00072	0	0	0	0	0	0.72	0	Databases
SKA1	BUB1B	9e-04	0	0	0	0	0	0.9	0	Databases
SKA1	CENPF	9e-04	0	0	0	0	0	0.9	0	Databases
SKA1	SKA3	0.000999	0	0	0	0	0.965	0.9	0.977	Experiments + Databases
RAB6B	DYNC1I1	0.000499	0	0	0	0	0	0.5	0	Databases
RAB6B	BICD1	0.000499	0	0	0	0	0	0.5	0	Databases
RAB6B	CHML	0.000583	0	0	0	0	0.202	0.5	0	Experiments + Databases
RAB6B	KIF20A	0.000592	0	0	0	0	0.396	0	0.353	Experiments
ATP6V0D2	ATP6V1C1	0.000869	0	0	0	0	0.378	0.72	0.31	Experiments + Databases
NAA11	NAA10	0.000934	0	0	0	0	0.369	0.9	0	Experiments + Databases
CD109	PKM	0.000404	0	0	0	0	0	0	0.404	Text-mining
ATAD2	PSMD4	0.000402	0	0	0	0	0.313	0	0.166	Experiments
ATAD2	H4C12	9e-04	0	0	0	0	0.9	0	0	Experiments
ATAD2	H4C5	9e-04	0	0	0	0	0.9	0	0	Experiments
ATAD2	H4C8	9e-04	0	0	0	0	0.9	0	0	Experiments
ATAD2	H4C14	0.000926	0	0	0	0	0.926	0	0	Experiments
NSMCE2	SMC1B	0.000421	0	0	0	0	0.299	0	0.208	Experiments
SASS6	CEP152	0.000598	0	0	0	0	0.162	0.54	0	Experiments + Databases
SASS6	STIL	0.000962	0	0	0	0	0.537	0.54	0.839	Experiments + Databases
BUB1B	PTTG1	0.000423	0	0	0	0	0.336	0	0.167	Experiments
BUB1B	ECT2	0.000426	0	0	0	0	0	0	0.427	Text-mining
BUB1B	DSN1	0.000428	0	0	0	0	0.164	0	0.344	Experiments
BUB1B	CDCA2	0.000439	0	0	0	0	0	0	0.439	Text-mining
BUB1B	CENPA	0.000535	0	0	0	0	0	0	0.535	Text-mining
BUB1B	KIF2C	0.000575	0	0	0	0	0	0	0.575	Text-mining
BUB1B	CDCA8	0.000576	0	0	0	0	0	0	0.576	Text-mining
BUB1B	BIRC5	0.000592	0	0	0	0	0	0	0.592	Text-mining
BUB1B	CDC20B	0.000716	0	0	0	0	0.303	0.54	0.187	Experiments + Databases
BUB1B	CCNB2	0.00072	0	0	0	0	0	0	0.72	Text-mining
BUB1B	RAD51	0.00072	0	0	0	0	0	0.72	0	Databases
BUB1B	CBX2	0.00072	0	0	0	0	0	0.72	0	Databases
BUB1B	CUL7	0.00072	0	0	0	0	0	0.72	0	Databases
BUB1B	CCNA2	0.000824	0	0	0	0	0.292	0.5	0.543	Experiments + Databases
BUB1B	UBE2C	0.000826	0	0	0	0	0.287	0.72	0.199	Experiments + Databases
BUB1B	BRCA2	0.000841	0	0	0	0	0.457	0.72	0	Experiments + Databases
BUB1B	NEK2	0.000861	0	0	0	0	0.734	0.5	0	Experiments + Databases
BUB1B	ZWINT	0.000863	0	0	0	0	0.725	0	0.525	Experiments
BUB1B	SKA3	9e-04	0	0	0	0	0	0.9	0	Databases
BUB1B	PLK1	0.000947	0	0	0	0	0.457	0.72	0.683	Experiments + Databases
BUB1B	AURKB	0.000953	0	0	0	0	0.292	0	0.937	Experiments
BUB1B	CENPF	0.000972	0	0	0	0	0	0.9	0.734	Databases
BUB1B	CDK1	0.000979	0	0	0	0	0	0.5	0.96	Databases
BUB1B	BUB1	0.000994	0	0	0	0	0.725	0	0.981	Experiments
