"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","significance","ENSEMBL","hgnc_symbol","gene_biotype"
"ENSG00000187730.9",165.650168862701,4.46569137941569,0.194240446743268,22.9905328899809,5.79733121859795e-117,1.31773338598731e-112,"Upregulated","ENSG00000187730","GABRD","protein_coding"
"ENSG00000130300.9",4381.70325385946,2.91140082851975,0.138135983929392,21.0763390226251,1.31143869953331e-98,1.49045008201961e-94,"Upregulated","ENSG00000130300","PLVAP","protein_coding"
"ENSG00000100526.20",363.088233729269,3.90047827945166,0.189734316155441,20.5575794536618,6.58364669646504e-94,4.98820964702168e-90,"Upregulated","ENSG00000100526","CDKN3","protein_coding"
"ENSG00000158402.20",191.892365745498,4.34355293456391,0.213232280424101,20.3700533799336,3.08341688232441e-92,1.75215164338084e-88,"Upregulated","ENSG00000158402","CDC25C","protein_coding"
"ENSG00000077152.11",363.985603866315,3.18855695573312,0.157592458072134,20.2329286232317,5.02292452064401e-91,2.28342148708477e-87,"Upregulated","ENSG00000077152","UBE2T","protein_coding"
"ENSG00000143228.13",264.386845592192,4.17591424494121,0.207234091579651,20.1507107885104,2.65277709292853e-90,1.00496038870442e-86,"Upregulated","ENSG00000143228","NUF2","protein_coding"
"ENSG00000117724.13",973.042231145964,3.87309871475607,0.192422680830423,20.1280779274109,4.18931611437377e-90,1.36033078971023e-86,"Upregulated","ENSG00000117724","CENPF","protein_coding"
"ENSG00000154839.10",216.892737636066,4.45530865280258,0.221957866553568,20.0727675120598,1.27692314139602e-89,3.62805787549145e-86,"Upregulated","ENSG00000154839","SKA1","protein_coding"
"ENSG00000043355.12",230.016092102661,6.65817279062142,0.332866321047096,20.0025426714149,5.23350867186479e-89,1.32175169012763e-85,"Upregulated","ENSG00000043355","ZIC2","protein_coding"
"ENSG00000135451.13",316.194401897361,4.14979873811197,0.208154574635556,19.9361399833637,1.97748046081912e-88,4.49481308744185e-85,"Upregulated","ENSG00000135451","TROAP","protein_coding"
"ENSG00000237649.8",621.535699673539,3.75757229974409,0.190752500821312,19.6986790923597,2.21319107419608e-86,4.57325755604336e-83,"Upregulated","ENSG00000237649","KIFC1","protein_coding"
"ENSG00000090889.12",452.488016271482,3.90876682526214,0.19984520852637,19.5589719367545,3.45982734958584e-85,6.55348963800718e-82,"Upregulated","ENSG00000090889","KIF4A","protein_coding"
"ENSG00000089685.15",1008.08374592822,4.07961721607819,0.208766214136399,19.5415586423038,4.86729970329305e-85,8.51028632737316e-82,"Upregulated","ENSG00000089685","BIRC5","protein_coding"
"ENSG00000123485.12",329.225731052741,3.88428472364239,0.199054141583827,19.5137096507314,8.39623150992224e-85,1.32762230949729e-81,"Upregulated","ENSG00000123485","HJURP","protein_coding"
"ENSG00000137135.18",170.458459739231,3.1442651641254,0.161149046718201,19.5115343724232,8.7612558919751e-85,1.32762230949729e-81,"Upregulated","ENSG00000137135","ARHGEF39","protein_coding"
"ENSG00000147257.15",28855.2341049609,5.92486587008782,0.304674965538378,19.4465136300853,3.11932113253849e-84,4.43138558391249e-81,"Upregulated","ENSG00000147257","GPC3","protein_coding"
"ENSG00000117650.13",328.840548552528,3.90708048784266,0.201321751548186,19.4071453173678,6.71559734755014e-84,8.3109933081534e-81,"Upregulated","ENSG00000117650","NEK2","protein_coding"
"ENSG00000146670.10",515.74835451026,3.41913596548245,0.176161149655999,19.4091374412531,6.46024508143807e-84,8.3109933081534e-81,"Upregulated","ENSG00000146670","CDCA5","protein_coding"
"ENSG00000160323.19",506.658883283007,-2.82715175977614,0.145688896462886,-19.405403077484,6.94715674680663e-84,8.3109933081534e-81,"Downregulated","ENSG00000160323","ADAMTS13","protein_coding"
"ENSG00000204291.11",1016.43603545821,3.79503798377591,0.195880475935973,19.3742534351223,1.27294314601301e-83,1.44669988544378e-80,"Upregulated","ENSG00000204291","COL15A1","protein_coding"
"ENSG00000157456.8",414.446125417195,3.71059085283092,0.19267744456685,19.2580447658133,1.20856642078791e-82,1.30812927354806e-79,"Upregulated","ENSG00000157456","CCNB2","protein_coding"
"ENSG00000165304.8",282.312464537844,3.76597264452996,0.195966283268844,19.2174520111884,2.64440711544391e-82,2.73215335154728e-79,"Upregulated","ENSG00000165304","MELK","protein_coding"
"ENSG00000117399.14",779.518398196711,4.25983242059906,0.221767657464407,19.2085377520965,3.13985930452456e-82,3.10300008660188e-79,"Upregulated","ENSG00000117399","CDC20","protein_coding"
"ENSG00000161888.11",479.235731651719,3.49499730343775,0.182902647225667,19.1085113116247,2.14501134996807e-81,2.0315044993656e-78,"Upregulated","ENSG00000161888","SPC24","protein_coding"
"ENSG00000066279.18",808.95434301303,3.70040085287596,0.19378793637445,19.095104277935,2.77303254075859e-81,2.52124118605771e-78,"Upregulated","ENSG00000066279","ASPM","protein_coding"
"ENSG00000213347.10",413.825347314942,2.75449184483267,0.144629403398101,19.0451718676511,7.20491629469502e-81,6.29875951455453e-78,"Upregulated","ENSG00000213347","MXD3","protein_coding"
"ENSG00000142945.13",376.279027308909,3.9171115309578,0.205911058936925,19.0233178887089,1.09340249937807e-80,9.20482918920873e-78,"Upregulated","ENSG00000142945","KIF2C","protein_coding"
"ENSG00000225697.13",996.410515504861,2.63309218587165,0.138573496641611,19.0014126054821,1.6601558946601e-80,1.34769083877229e-77,"Upregulated","ENSG00000225697","SLC26A6","protein_coding"
"ENSG00000131747.15",1773.25809040604,3.88200297808569,0.20494492494738,18.9416887443414,5.17115770450784e-80,4.05311774563666e-77,"Upregulated","ENSG00000131747","TOP2A","protein_coding"
"ENSG00000113296.14",404.10522887572,5.44720877449801,0.28847289849886,18.8829134481746,1.57645434530766e-79,1.19442690896144e-76,"Upregulated","ENSG00000113296","THBS4","protein_coding"
"ENSG00000175063.17",636.505918377523,4.1018971383046,0.21843422089943,18.7786378957223,1.1294032579557e-78,8.28107614623646e-76,"Upregulated","ENSG00000175063","UBE2C","protein_coding"
"ENSG00000186185.14",256.7726459571,4.02189013135862,0.214497225174449,18.7503131011958,1.92454649240697e-78,1.36702943038783e-75,"Upregulated","ENSG00000186185","KIF18B","protein_coding"
"ENSG00000221818.9",47.93818875765,5.23889451169026,0.279868022851732,18.7191607612339,3.45552609039217e-78,2.3801244858974e-75,"Upregulated","ENSG00000221818","EBF2","protein_coding"
"ENSG00000134057.15",893.735955616581,3.25524936381489,0.174464671993051,18.6585016131205,1.0770928668847e-77,7.20068260714388e-75,"Upregulated","ENSG00000134057","CCNB1","protein_coding"
"ENSG00000080986.13",319.704930358925,3.29430060226982,0.177112309579846,18.6000657440734,3.20913990519836e-77,2.06820458657099e-74,"Upregulated","ENSG00000080986","NDC80","protein_coding"
"ENSG00000164611.13",709.779675996057,3.714460851441,0.199713297345895,18.5989661219588,3.27564298796989e-77,2.06820458657099e-74,"Upregulated","ENSG00000164611","PTTG1","protein_coding"
"ENSG00000112984.12",418.815318862281,3.69992693440889,0.199194157420866,18.5744751869982,5.17081587924319e-77,3.17655797122156e-74,"Upregulated","ENSG00000112984","KIF20A","protein_coding"
"ENSG00000174371.17",193.364929827782,3.58899991947116,0.193527494990083,18.5451680633548,8.92213706149805e-77,5.33684672125923e-74,"Upregulated","ENSG00000174371","EXO1","protein_coding"
"ENSG00000101057.16",935.821073254696,4.54548173815082,0.245410207647069,18.5219750300191,1.3730634971396e-76,8.00249571538026e-74,"Upregulated","ENSG00000101057","MYBL2","protein_coding"
"ENSG00000170312.16",614.20475636201,3.46559487838624,0.187415000897044,18.4915554347224,2.41487354156955e-76,1.3722518899969e-73,"Upregulated","ENSG00000170312","CDK1","protein_coding"
"ENSG00000126787.13",246.114132218557,3.68974250971472,0.200075074270215,18.4417900289342,6.06981231355471e-76,3.36504472895362e-73,"Upregulated","ENSG00000126787","DLGAP5","protein_coding"
"ENSG00000169679.15",328.342096184394,3.48630067842799,0.189075751716995,18.4386450762138,6.43332078366819e-76,3.48165193839947e-73,"Upregulated","ENSG00000169679","BUB1","protein_coding"
"ENSG00000115163.15",130.58602073711,4.10204663434351,0.222525749088747,18.4340313475702,7.00623115995804e-76,3.70352637827549e-73,"Upregulated","ENSG00000115163","CENPA","protein_coding"
"ENSG00000147113.17",424.732262349008,2.21071540751724,0.120525115748539,18.3423628659243,3.79919447834274e-75,1.96262932938024e-72,"Upregulated","ENSG00000147113","DIPK2B","protein_coding"
"ENSG00000111665.12",302.071361699234,3.42523443468369,0.188833812181903,18.1388830480432,1.57193425303921e-73,7.94001457146248e-71,"Upregulated","ENSG00000111665","CDCA3","protein_coding"
"ENSG00000109805.10",315.193218084459,3.70018554378873,0.204087651593078,18.1303744489469,1.8350533137312e-73,9.06755691763264e-71,"Upregulated","ENSG00000109805","NCAPG","protein_coding"
"ENSG00000156509.14",57.3141232963805,4.01903615060767,0.222579506818905,18.056631574252,6.99637105247493e-73,3.38356412814373e-70,"Upregulated","ENSG00000156509","FBXO43","protein_coding"
"ENSG00000106031.9",261.652482937634,6.98841601563475,0.388940797535769,17.9678142789638,3.48164345644336e-72,1.64870324510328e-69,"Upregulated","ENSG00000106031","HOXA13","protein_coding"
"ENSG00000164283.13",451.818410221549,4.17034920947153,0.232543306752179,17.9336454259502,6.44144011153481e-72,2.98803946398339e-69,"Upregulated","ENSG00000164283","ESM1","protein_coding"
"ENSG00000111206.13",566.817003186582,3.60033214892071,0.201077863210014,17.9051641560383,1.07477797698353e-71,4.88594068336711e-69,"Upregulated","ENSG00000111206","FOXM1","protein_coding"
"ENSG00000165480.16",175.456269942575,3.53580852363129,0.197492826233284,17.9034782734574,1.1078179531466e-71,4.93739256372986e-69,"Upregulated","ENSG00000165480","SKA3","protein_coding"
"ENSG00000101412.13",873.294327249451,3.66936259584963,0.205675568775055,17.8405370054563,3.42389627263622e-71,1.49663773609656e-68,"Upregulated","ENSG00000101412","E2F1","protein_coding"
"ENSG00000138315.13",1062.6363631517,-3.2688705623018,0.18373282039273,-17.7914351682763,8.23436103914688e-71,3.53145332867563e-68,"Downregulated","ENSG00000138315","OIT3","protein_coding"
"ENSG00000112742.10",210.75638578801,3.7521948952736,0.211357909642375,17.7528009319474,1.63968344511967e-70,6.9018527236241e-68,"Upregulated","ENSG00000112742","TTK","protein_coding"
"ENSG00000134690.11",344.146653236495,3.14583418544807,0.177224460920981,17.7505642793333,1.70630934214537e-70,7.05171115399351e-68,"Upregulated","ENSG00000134690","CDCA8","protein_coding"
"ENSG00000011426.11",472.419985047708,3.62214048805537,0.20470938606687,17.6940616043476,4.65927140763293e-70,1.89116498384815e-67,"Upregulated","ENSG00000011426","ANLN","protein_coding"
"ENSG00000171388.12",353.04315546922,3.88554181775209,0.219792838725245,17.6782002556929,6.17356306984353e-70,2.46184365925515e-67,"Upregulated","ENSG00000171388","APLN","protein_coding"
"ENSG00000072571.20",327.616592779363,3.16909106144395,0.179717965810857,17.6336909175749,1.35805091423888e-69,5.3221547035603e-67,"Upregulated","ENSG00000072571","HMMR","protein_coding"
"ENSG00000166851.15",373.32123697038,3.49390238312807,0.198892539199647,17.5667845419828,4.42555604926655e-69,1.70496422033608e-66,"Upregulated","ENSG00000166851","PLK1","protein_coding"
"ENSG00000224189.8",260.881247005268,6.24344374258706,0.357242734105664,17.4767550086558,2.15414268545087e-68,8.16061054004973e-66,"Upregulated","ENSG00000224189","HAGLR","lncRNA"
"ENSG00000159217.10",697.765750345552,7.1221861934194,0.408737659772521,17.4248347886104,5.34626368616551e-68,1.99214055059905e-65,"Upregulated","ENSG00000159217","IGF2BP1","protein_coding"
"ENSG00000164362.21",219.9495359456,8.52876485510091,0.49191696214243,17.3378141260994,2.43834902173557e-67,8.93930213936281e-65,"Upregulated","ENSG00000164362","TERT","protein_coding"
"ENSG00000178999.13",352.695581935136,3.56267895907407,0.20670277008864,17.235758173663,1.4316395976788e-66,5.16526477067287e-64,"Upregulated","ENSG00000178999","AURKB","protein_coding"
"ENSG00000127564.17",206.11019387293,3.15735088013059,0.183476853375949,17.2084424930762,2.29522141317741e-66,8.15162230023791e-64,"Upregulated","ENSG00000127564","PKMYT1","protein_coding"
"ENSG00000183856.11",721.448826155668,3.40437441014332,0.197873341899326,17.204815855768,2.44352309171298e-66,8.54481228840555e-64,"Upregulated","ENSG00000183856","IQGAP3","protein_coding"
"ENSG00000071539.14",227.974157665488,3.41806555323983,0.198843281182701,17.189746281139,3.16916151612265e-66,1.09144001911315e-63,"Upregulated","ENSG00000071539","TRIP13","protein_coding"
"ENSG00000167513.9",525.68055249549,3.4200459502211,0.199174057603501,17.1711416204084,4.36744888416239e-66,1.48167333040315e-63,"Upregulated","ENSG00000167513","CDT1","protein_coding"
"ENSG00000148773.14",1288.71369597846,3.33996240124428,0.194633441798842,17.1602699432105,5.26682745794336e-66,1.76051453116254e-63,"Upregulated","ENSG00000148773","MKI67","protein_coding"
"ENSG00000143476.18",457.897047388746,3.24365616241453,0.189267927135142,17.1379071536958,7.73863209166047e-66,2.54926242671656e-63,"Upregulated","ENSG00000143476","DTL","protein_coding"
"ENSG00000075218.19",213.763994327066,3.52509151073912,0.205857708896046,17.1239227796867,9.84142890754379e-66,3.195652558121e-63,"Upregulated","ENSG00000075218","GTSE1","protein_coding"
"ENSG00000106462.11",499.046968935969,2.37167316514714,0.13854794823397,17.1180677547243,1.08828097170261e-65,3.48403189954935e-63,"Upregulated","ENSG00000106462","EZH2","protein_coding"
"ENSG00000171658.8",239.760314910489,6.04928708145526,0.35359299633847,17.1080511890702,1.29252133139803e-65,4.08041803648294e-63,"Upregulated","ENSG00000171658","NMRAL2P","transcribed_unprocessed_pseudogene"
"ENSG00000024526.17",191.207004406646,3.76281580678508,0.22006107445315,17.0989613503235,1.51072675967008e-65,4.70394784209601e-63,"Upregulated","ENSG00000024526","DEPDC1","protein_coding"
"ENSG00000161800.13",616.442144614997,2.39383635139936,0.140221930035869,17.0717686654792,2.4079328347405e-65,7.36324971642982e-63,"Upregulated","ENSG00000161800","RACGAP1","protein_coding"
"ENSG00000171848.16",1214.95685751224,3.02797813581543,0.177372999311081,17.0712461737477,2.42958085671903e-65,7.36324971642982e-63,"Upregulated","ENSG00000171848","RRM2","protein_coding"
"ENSG00000147889.18",536.583237327249,3.95286038929079,0.231672338561321,17.0622889803675,2.83236027132583e-65,8.47099328516266e-63,"Upregulated","ENSG00000147889","CDKN2A","protein_coding"
"ENSG00000158882.15",774.126361272703,1.76481300296309,0.103663889476133,17.024375719275,5.41670747894811e-65,1.59898390904533e-62,"Upregulated","ENSG00000158882","TOMM40L","protein_coding"
"ENSG00000152253.9",132.059261198225,3.1129609081602,0.182874978155436,17.0223446616864,5.60793231349608e-65,1.63420899340726e-62,"Upregulated","ENSG00000152253","SPC25","protein_coding"
"ENSG00000008300.17",277.75426186421,3.47413318011056,0.204352184778311,17.0007146431022,8.11248826215031e-65,2.33413744555287e-62,"Upregulated","ENSG00000008300","CELSR3","protein_coding"
"ENSG00000174059.17",1855.14047135309,2.08992635816616,0.123316892391016,16.9476080498313,2.00444406853071e-64,5.69512670971288e-62,"Upregulated","ENSG00000174059","CD34","protein_coding"
"ENSG00000094804.12",546.299471289708,3.19265670752575,0.188514551302299,16.9358634941981,2.4474052746063e-64,6.86784220886434e-62,"Upregulated","ENSG00000094804","CDC6","protein_coding"
"ENSG00000100162.15",290.787703276254,3.54316134321152,0.209552434359634,16.908232796431,3.91266216256765e-64,1.08457086530686e-61,"Upregulated","ENSG00000100162","CENPM","protein_coding"
"ENSG00000154920.15",66.9688966679016,3.43858040407426,0.203464084570049,16.9001836925692,4.48507229256277e-64,1.22826136397532e-61,"Upregulated","ENSG00000154920","EME1","protein_coding"
"ENSG00000274736.5",24.0157635724648,-2.99700859994554,0.177724857962923,-16.8631931081401,8.39296778807935e-64,2.271097116941e-61,"Downregulated","ENSG00000274736","CCL23","protein_coding"
"ENSG00000087586.18",792.583837024127,2.68327833521729,0.159326710132208,16.8413590727552,1.21415569348911e-63,3.24679516623618e-61,"Upregulated","ENSG00000087586","AURKA","protein_coding"
"ENSG00000145920.15",2408.22711248666,9.08025903609937,0.539820496146201,16.8208860184518,1.71573465588646e-63,4.53472659631386e-61,"Upregulated","ENSG00000145920","CPLX2","protein_coding"
"ENSG00000138778.13",217.128167623761,3.13331192844802,0.186481741453671,16.8022451100204,2.34978848437537e-63,6.13916002871863e-61,"Upregulated","ENSG00000138778","CENPE","protein_coding"
"ENSG00000136011.15",198.663596323208,-4.80025132190357,0.286364058838592,-16.7627576636956,4.56929952545751e-63,1.18022929788238e-60,"Downregulated","ENSG00000136011","STAB2","protein_coding"
"ENSG00000183763.9",159.715729537392,2.81521106553933,0.168157432974045,16.7415202274993,6.52989762407881e-63,1.66769183140799e-60,"Upregulated","ENSG00000183763","TRAIP","protein_coding"
"ENSG00000120334.15",183.854743853033,2.36600429192111,0.141505212027124,16.7202625120803,9.33073173369072e-63,2.35652813674211e-60,"Upregulated","ENSG00000120334","CENPL","protein_coding"
"ENSG00000253898.1",378.133260797775,11.3646495613385,0.681629227809812,16.6727732580585,2.06774313559038e-62,5.16481334856806e-60,"Upregulated","ENSG00000253898","LINC01419","lncRNA"
"ENSG00000140534.14",98.8984732023967,3.65088934889097,0.219232406601708,16.6530551093377,2.87540789546084e-62,7.10413276780706e-60,"Upregulated","ENSG00000140534","TICRR","protein_coding"
"ENSG00000109674.4",76.2897524827183,4.12142474296464,0.247695793968928,16.6390582452993,3.63286655857524e-62,8.87903837380809e-60,"Upregulated","ENSG00000109674","NEIL3","protein_coding"
"ENSG00000160767.21",1264.616589553,1.65622103213785,0.0997130894219592,16.6098657833092,5.91253402752187e-62,1.42970104729332e-59,"Upregulated","ENSG00000160767","ENTREP3","protein_coding"
"ENSG00000125459.17",466.112807637965,1.73374495291593,0.105019874538388,16.5087318999053,3.17484640721334e-61,7.59623777220624e-59,"Upregulated","ENSG00000125459","MSTO1","protein_coding"
"ENSG00000169607.13",181.476962138428,3.2111397167265,0.194532817194975,16.5069306198762,3.27102310604544e-61,7.74482866670967e-59,"Upregulated","ENSG00000169607","CKAP2L","protein_coding"
"ENSG00000168078.10",242.111034635138,3.36774635506285,0.204163813081964,16.4953147388114,3.96488463048509e-61,9.29091006710579e-59,"Upregulated","ENSG00000168078","PBK","protein_coding"
"ENSG00000121152.10",265.912296117026,2.96673383588554,0.181594445718892,16.337139740926,5.37142648445851e-60,1.24584208154839e-57,"Upregulated","ENSG00000121152","NCAPH","protein_coding"
"ENSG00000274070.2",574.98449542902,2.41200965383981,0.147879917266874,16.3105964516259,8.29785233630567e-60,1.90515336973968e-57,"Upregulated","ENSG00000274070","CASTOR2","protein_coding"
"ENSG00000144655.15",1927.54117778787,-2.25238683368353,0.138170144742509,-16.3015450109069,9.62285652451283e-60,2.18727528802177e-57,"Downregulated","ENSG00000144655","CSRNP1","protein_coding"
"ENSG00000137807.16",260.719433539148,3.27263660592094,0.200802501093023,16.297788065921,1.02328884996777e-59,2.30290649106608e-57,"Upregulated","ENSG00000137807","KIF23","protein_coding"
"ENSG00000162745.10",378.341498711226,2.98174864020282,0.183137831541995,16.2814455926278,1.33673523960473e-59,2.97882274472702e-57,"Upregulated","ENSG00000162745","OLFML2B","protein_coding"
"ENSG00000093009.11",247.863779247122,3.06193578571519,0.188864844864265,16.2123119732302,4.12744817255431e-59,9.10843659826792e-57,"Upregulated","ENSG00000093009","CDC45","protein_coding"
"ENSG00000206557.6",342.721168030762,8.61722022780583,0.53184993556556,16.202352678002,4.85341630011199e-59,1.06075146636101e-56,"Upregulated","ENSG00000206557","TRIM71","protein_coding"
"ENSG00000162769.13",629.766162720477,2.18867757426407,0.135186603777569,16.1900477791811,5.92825266042171e-59,1.28332555210843e-56,"Upregulated","ENSG00000162769","FLVCR1","protein_coding"
"ENSG00000182379.10",238.011043307566,5.58166909560679,0.344934771885126,16.1818104481089,6.77719616693171e-59,1.45326102711658e-56,"Upregulated","ENSG00000182379","NXPH4","protein_coding"
"ENSG00000118193.12",187.082570825739,3.0821545766981,0.190618790329858,16.1692064636679,8.31626041958761e-59,1.7666224237124e-56,"Upregulated","ENSG00000118193","KIF14","protein_coding"
"ENSG00000156970.13",184.206334004614,3.42887793249901,0.212165423304713,16.1613418392611,9.44824824940979e-59,1.98850632138041e-56,"Upregulated","ENSG00000156970","BUB1B","protein_coding"
"ENSG00000169032.10",1541.31369879594,-1.21029599804948,0.0749386777090453,-16.1504851039478,1.12672104182794e-58,2.34957516337148e-56,"Downregulated","ENSG00000169032","MAP2K1","protein_coding"
"ENSG00000145386.11",461.507788834683,3.54986828405177,0.220369281746143,16.1087255715662,2.21542869745939e-58,4.57788129938654e-56,"Upregulated","ENSG00000145386","CCNA2","protein_coding"
"ENSG00000129173.13",131.333437908211,3.60145621568491,0.224325724006114,16.0545841616753,5.30935579688312e-58,1.08722213750589e-55,"Upregulated","ENSG00000129173","E2F8","protein_coding"
"ENSG00000110492.15",6982.83494924583,3.7820034045703,0.235644550159048,16.0496111707979,5.75232941368276e-58,1.1674147104733e-55,"Upregulated","ENSG00000110492","MDK","protein_coding"
"ENSG00000163463.13",80.4740310475164,2.28959998229839,0.142956400223878,16.0160718842441,9.86912205253093e-58,1.98517826773476e-55,"Upregulated","ENSG00000163463","KRTCAP2","protein_coding"
"ENSG00000143369.15",711.029658167194,-3.06542102159489,0.192104422123767,-15.9570559995747,2.54454099058989e-57,5.07345760667617e-55,"Downregulated","ENSG00000143369","ECM1","protein_coding"
"ENSG00000121621.7",108.203755764292,3.32295569132955,0.208498256076536,15.9375706725804,3.47606644532728e-57,6.87052089585123e-55,"Upregulated","ENSG00000121621","KIF18A","protein_coding"
"ENSG00000102384.13",87.2090115075397,3.09116702699165,0.19397478215031,15.9359221478405,3.56896660022999e-57,6.99332851924377e-55,"Upregulated","ENSG00000102384","CENPI","protein_coding"
"ENSG00000137310.12",749.347022081245,2.75883935507591,0.173274874268118,15.9217507254225,4.4767312499737e-57,8.69710267623095e-55,"Upregulated","ENSG00000137310","TCF19","protein_coding"
"ENSG00000105011.9",382.316762570993,2.98635916005906,0.188093946839115,15.8769551612069,9.15142147149559e-57,1.76281194955165e-54,"Upregulated","ENSG00000105011","ASF1B","protein_coding"
"ENSG00000131097.7",32.0199504747398,2.84230102031732,0.179248607741702,15.8567536792983,1.26253470049856e-56,2.41154737330524e-54,"Upregulated","ENSG00000131097","HIGD1B","protein_coding"
"ENSG00000171241.9",169.260000860552,3.32548108833334,0.210878392322266,15.7696625610239,5.03178935412012e-56,9.53104766826253e-54,"Upregulated","ENSG00000171241","SHCBP1","protein_coding"
"ENSG00000198681.7",358.106109155165,9.2675813963779,0.590075640300487,15.7057515400204,1.38131004610189e-55,2.59480804528066e-53,"Upregulated","ENSG00000198681","MAGEA1","protein_coding"
"ENSG00000130829.18",1105.66277500057,4.99088876092734,0.31787134152155,15.7009711446069,1.48944360748161e-55,2.77500436049647e-53,"Upregulated","ENSG00000130829","DUSP9","protein_coding"
"ENSG00000163808.17",149.745609252616,3.32889019078064,0.212337829433512,15.6773298458483,2.16151503607084e-55,3.99440949348701e-53,"Upregulated","ENSG00000163808","KIF15","protein_coding"
"ENSG00000154096.14",1536.23006244504,2.55344857262703,0.162925983906392,15.672445311695,2.33423224485798e-55,4.27879830045338e-53,"Upregulated","ENSG00000154096","THY1","protein_coding"
"ENSG00000172244.9",51.2467530873548,2.41721991539283,0.15475796260315,15.6193573159875,5.37446212628052e-55,9.77292193042849e-53,"Upregulated","ENSG00000172244","C5orf34","protein_coding"
"ENSG00000136631.15",1206.97605608171,1.09594812277627,0.0702132517146643,15.608850124618,6.33687911722324e-55,1.14315287567051e-52,"Upregulated","ENSG00000136631","VPS45","protein_coding"
"ENSG00000186871.7",63.3803502861629,3.1915505720412,0.204870518739225,15.5783789277346,1.02111557494913e-54,1.82755567075541e-52,"Upregulated","ENSG00000186871","ERCC6L","protein_coding"
"ENSG00000129810.15",93.200931598477,3.0450907053708,0.195503078106774,15.5756663008023,1.06537102397305e-54,1.89186588866464e-52,"Upregulated","ENSG00000129810","SGO1","protein_coding"
"ENSG00000139734.19",143.001442873075,3.4067842825122,0.218935463674396,15.5606781347166,1.34664515266576e-54,2.37280963721649e-52,"Upregulated","ENSG00000139734","DIAPH3","protein_coding"
"ENSG00000123352.18",709.608193336117,1.55672630304302,0.100130639297293,15.546952600802,1.66858531931839e-54,2.91745725446977e-52,"Upregulated","ENSG00000123352","SPATS2","protein_coding"
"ENSG00000143179.16",905.399755997536,1.8928614757823,0.121815902778283,15.5387058061499,1.89777273682349e-54,3.29285300061054e-52,"Upregulated","ENSG00000143179","UCK2","protein_coding"
"ENSG00000099953.10",1084.43615567746,3.80647309759089,0.24604039283825,15.4709275728287,5.45158199753237e-54,9.38745900029628e-52,"Upregulated","ENSG00000099953","MMP11","protein_coding"
"ENSG00000130812.10",195.306026932803,-3.02270723476208,0.196033482245207,-15.4193416356352,1.21334985532749e-53,2.07364227154841e-51,"Downregulated","ENSG00000130812","ANGPTL6","protein_coding"
"ENSG00000086991.13",58.976322410393,2.83478311417797,0.184216227561685,15.3883463563422,1.95976980871395e-53,3.3242961009006e-51,"Upregulated","ENSG00000086991","NOX4","protein_coding"
"ENSG00000141577.14",584.176381734191,1.78405391779457,0.116024428007553,15.3765370657843,2.35194842547638e-53,3.95998427489467e-51,"Upregulated","ENSG00000141577","CEP131","protein_coding"
"ENSG00000085840.13",161.312000102601,2.89134216639068,0.188755127913834,15.3179529390617,5.80160467418531e-53,9.69635840031119e-51,"Upregulated","ENSG00000085840","ORC1","protein_coding"
"ENSG00000161381.14",252.59844347029,2.85136972740604,0.18618550837913,15.3146705789786,6.10202518211287e-53,1.01240169627318e-50,"Upregulated","ENSG00000161381","PLXDC1","protein_coding"
"ENSG00000115963.13",2347.43189963655,-2.50838577356038,0.16404353949325,-15.2909756843158,8.78244590179624e-53,1.44655793730311e-50,"Downregulated","ENSG00000115963","RND3","protein_coding"
"ENSG00000225383.8",13.1534393025708,5.50297221943759,0.360693069903172,15.2566619062431,1.48661243333854e-52,2.43098565538022e-50,"Upregulated","ENSG00000225383","SFTA1P","lncRNA"
"ENSG00000159200.18",3381.58050412309,-2.39653137690766,0.157385661300737,-15.2271265190308,2.33636589846731e-52,3.79325691944014e-50,"Downregulated","ENSG00000159200","RCAN1","protein_coding"
"ENSG00000096088.16",1171.77686481326,9.18128037720372,0.603934858308265,15.2024349164448,3.40717379471709e-52,5.49255747190918e-50,"Upregulated","ENSG00000096088","PGC","protein_coding"
"ENSG00000198826.11",267.253172230862,2.54555079489673,0.167456154102496,15.2012973696904,3.46686309306228e-52,5.54942240178209e-50,"Upregulated","ENSG00000198826","ARHGAP11A","protein_coding"
"ENSG00000198758.11",747.977003279806,4.9025194923261,0.322850108718596,15.1851257284204,4.43711643936759e-52,7.05284312355422e-50,"Upregulated","ENSG00000198758","EPS8L3","protein_coding"
"ENSG00000040275.17",277.692026144791,1.78802042916505,0.117875990291126,15.1686566937767,5.70321115681115e-52,9.00236038849427e-50,"Upregulated","ENSG00000040275","SPDL1","protein_coding"
"ENSG00000196584.3",100.398526765358,2.88908963698177,0.190728837222726,15.147628848636,7.85498110868618e-52,1.23133600414094e-49,"Upregulated","ENSG00000196584","XRCC2","protein_coding"
"ENSG00000164619.10",98.5882491058024,-4.52173621314931,0.298680445700923,-15.1390433429212,8.95062332040724e-52,1.39347717858121e-49,"Downregulated","ENSG00000164619","BMPER","protein_coding"
"ENSG00000196421.8",262.711011819411,5.11021304957696,0.337611742341408,15.1363605250711,9.32324351691401e-52,1.44161445673099e-49,"Upregulated","ENSG00000196421","C20orf204","protein_coding"
"ENSG00000126759.14",22.7114050429293,-2.84937140498347,0.18846648603599,-15.1187166743234,1.21895006724016e-51,1.872076691106e-49,"Downregulated","ENSG00000126759","CFP","protein_coding"
